MLA-C01 • DOMAIN 1,THUẬT NGỮ & KEYWORD,Collect/Store + Transform + Validate Data; Domain 1.,,,,,,,,,,,,,
210 mục • 16 cột,197 mục theo chủ đề Skill Builder,"1.1 Collect, ingest & store data",,,,,,,,,,,,,
Đọc cột B: keyword cần nhớ,13 mục bổ sung Domain 1,1.2 Transform & feature engineering,,,,,,,,,,,,,
Đối chiếu: 14/09/2026,Nguồn: cột O • Ví dụ tự xây dựng,1.3 Data integrity & preparation,,,,,,,,,,,,,
Key / Thuật ngữ,Keyword cần nhớ,Nghĩa tiếng Việt,Definition (EN),Định nghĩa (VI),Cơ chế / Giải thích chi tiết,Ví dụ / Công thức,Vai trò / Khi áp dụng,Điểm dễ nhầm / Điều kiện,Dịch vụ liên quan,Domain,Task,Nhóm chủ đề,Phạm vi nguồn,Nguồn tham khảo,Ngày đối chiếu
Quantile binning,"• Approximately equal counts
• Unequal widths
• Train-derived edges",Chia khoảng theo phân vị,Quantile binning places roughly similar numbers of observations in each bin.,Chia biến số thành các khoảng có số quan sát xấp xỉ bằng nhau.,"Tính các ngưỡng phân vị từ train, dùng chúng để gán mỗi giá trị vào một bin. Khi phân phối lệch, độ rộng bin có thể khác nhau rất nhiều; cách này giữ số lượng mẫu giữa nhóm tương đối cân bằng.",Chia chi tiêu thành 4 nhóm theo quartiles của train; mỗi nhóm có khoảng 25% mẫu nếu không có nhiều giá trị trùng tại biên.,Dùng khi khoảng giá trị quan trọng hơn chênh lệch chính xác hoặc muốn mỗi bin có đủ dữ liệu.,Equal-frequency khác equal-width. Nhiều giá trị giống nhau có thể làm số mẫu/bin không đều; phải quản lý ngưỡng trùng và các giá trị ngoài phạm vi train.,DataBrew; Data Wrangler; Pandas,Domain 1,1.2,Transform Data • Numeric,Skill Builder,https://skillbuilder.aws/learn/3AHUUNMH2X/aws-ml-engineer-associate--data-transformation-and-feature-engineering/H2K74ZEHBM,14/09/2026
Feature combining,"• Aggregate / combine
• Derived feature
• Business meaning",Kết hợp đặc trưng,Feature combining derives a new feature from multiple existing inputs.,Tạo feature mới từ nhiều cột hoặc nhiều giá trị có liên quan.,"Có thể cộng, lấy tỷ lệ, ghép chuỗi hoặc tổng hợp theo thực thể/thời gian. Trong ví dụ của bài, thay diện tích từng phòng bằng tổng diện tích làm biểu diễn gọn hơn. Nếu vẫn giữ các cột gốc, tổng số chiều thực tế có thể tăng.",Diện tích phòng khách + phòng ngủ + phòng bếp → total_area; tổng số lần mua trong 30 ngày → purchases_30d.,"Dùng khi tín hiệu nghiệp vụ nằm ở quan hệ kết hợp, tổng lượng hoặc tỷ lệ thay vì từng cột riêng.","Không phải mọi phép combining đều giảm chiều: điều đó phụ thuộc có bỏ cột gốc hay không. Cẩn thận chia cho 0, dữ liệu thiếu và dùng giá trị tương lai trong aggregate.",Glue; Spark; Data Wrangler; Feature Store,Domain 1,1.2,Transform Data • Features,Skill Builder,https://skillbuilder.aws/learn/3AHUUNMH2X/aws-ml-engineer-associate--data-transformation-and-feature-engineering/H2K74ZEHBM,14/09/2026
Principal component analysis (PCA),"• Maximum variance
• Uncorrelated components
• Dimensionality reduction",Phân tích thành phần chính,PCA projects numeric data onto orthogonal directions ranked by explained variance.,"Phép chiếu tuyến tính tạo các thành phần mới, giữ nhiều phương sai với ít chiều hơn.","Các principal components là tổ hợp tuyến tính của feature đầu vào. Component đầu giữ phương sai lớn nhất, các component tiếp theo giữ biến thiên còn lại theo các hướng trực giao. Khi đơn vị đo khác nhau, cân nhắc scaling trước khi fit PCA trên train.",Tập hơn 30 thống kê đánh bóng → một số component; chọn số component dựa trên thông tin giữ lại và chất lượng downstream.,Dùng để giảm chiều và chi phí tính toán khi chấp nhận các trục mới khó diễn giải hơn cột gốc.,"PCA là feature extraction, không đơn thuần chọn vài cột gốc. Phương sai lớn không bảo đảm dự đoán nhãn tốt; không dùng giá mục tiêu để tạo PCA cho bài toán dự đoán chính giá đó.",SageMaker PCA; Processing; scikit-learn,Domain 1,1.2,Transform Data • Features,Skill Builder,https://skillbuilder.aws/learn/3AHUUNMH2X/aws-ml-engineer-associate--data-transformation-and-feature-engineering/H2K74ZEHBM,14/09/2026
Bag-of-words (BoW),"• Word counts
• Ignore order
• Sparse representation",Biểu diễn túi từ,Bag-of-words represents a document using counts of vocabulary items without preserving word order.,"Biểu diễn văn bản bằng số lần xuất hiện từ trong một vocabulary, bỏ thứ tự toàn câu.","Tokenize văn bản, xây vocabulary từ train rồi đếm số lần mỗi từ xuất hiện trong từng tài liệu. Kết quả thường là ma trận thưa. Các từ đồng nghĩa vẫn là các cột khác nhau trừ khi pipeline có thêm bước xử lý.","“great teachers and great facilities” có great=2, teachers=1, facilities=1; các từ còn lại có count theo quy tắc tokenizer.",Phù hợp baseline phân loại văn bản khi sự hiện diện/tần suất từ có ích và muốn biểu diễn dễ kiểm tra.,"Không giữ trình tự và không tự hiểu nghĩa. “not good” có thể bị hiểu kém nếu chỉ nhìn từ riêng; N-gram giữ cụm ngắn, embeddings biểu diễn quan hệ ngữ nghĩa.",Processing; Spark; scikit-learn,Domain 1,1.2,Transform Data • Text,Skill Builder,https://skillbuilder.aws/learn/3AHUUNMH2X/aws-ml-engineer-associate--data-transformation-and-feature-engineering/H2K74ZEHBM,14/09/2026
N-gram,"• Consecutive n tokens
• Local word order
• Phrase counts",Cụm n token liên tiếp,An n-gram is a sequence of n consecutive tokens used as a text feature.,"Nhóm n token đứng liên tiếp, giúp biểu diễn cụm từ và trật tự cục bộ.","Trượt cửa sổ kích thước n trên token sequence rồi đếm các nhóm. n=1 là unigram, n=2 bigram, n=3 trigram. Có thể kết hợp nhiều độ dài; vocabulary sẽ lớn hơn nên cần kiểm soát nhóm hiếm và bộ nhớ.","“great teachers and great facilities” → bigrams “great teachers”, “teachers and”, “and great”, “great facilities”.","Dùng khi cụm “friendly staff”, “long delays”, “not good” chứa tín hiệu mà count từng từ bỏ sót.","Giữ thứ tự trong phạm vi n token, không lưu toàn bộ cấu trúc câu hoặc tự hiểu đồng nghĩa. Tăng n quá lớn tạo nhiều feature hiếm và khó tổng quát.",Processing; Spark; scikit-learn,Domain 1,1.2,Transform Data • Text,Skill Builder,https://skillbuilder.aws/learn/3AHUUNMH2X/aws-ml-engineer-associate--data-transformation-and-feature-engineering/H2K74ZEHBM,14/09/2026
Temporal feature engineering,"• Time of day
• Day of week
• Seasonality",Tạo đặc trưng thời gian,Temporal feature engineering extracts useful calendar or history-based signals from time data.,"Chuyển timestamp hoặc chuỗi thời gian thành tín hiệu xu hướng, chu kỳ và lịch.","Parse thời gian nhất quán, quy định timezone, rồi tách giờ/ngày trong tuần/tháng/mùa hoặc tính khoảng cách giữa các mốc đã biết. Với lịch sử, aggregate phải dừng tại thời điểm dự đoán. Có thể cần biểu diễn chu kỳ thay vì mã số tuyến tính.","Ngày đăng bán → month, day_of_week, is_summer; hai mốc mua hàng → days_between_purchases.","Hữu ích cho nhu cầu theo mùa, hành vi theo giờ và các mô hình có phụ thuộc thời gian.",Không coi ngày 31 và ngày 1 luôn xa nhau về chu kỳ. Feature tính từ tương lai gây leakage dù phép trừ hoặc tổng hợp là hợp lệ về toán học.,Data Wrangler; Glue; Spark; Feature Store,Domain 1,1.2,Transform Data • Features,Skill Builder,https://skillbuilder.aws/learn/3AHUUNMH2X/aws-ml-engineer-associate--data-transformation-and-feature-engineering/H2K74ZEHBM,14/09/2026
Sparse vs dense text representation,"• Counts vs learned meaning
• Vocabulary axes vs embedding axes",Biểu diễn văn bản thưa và đặc,Sparse count vectors track token occurrences; dense embeddings encode learned relationships.,Vector count có nhiều số 0 theo vocabulary; embedding dùng các chiều học được để biểu diễn nội dung.,BoW/N-gram tạo trục gắn với từ/cụm từ nên dễ diễn giải nhưng phụ thuộc từ vựng. Embedding thường có số chiều cố định theo model và có thể đặt các diễn đạt đồng nghĩa gần nhau. Cách nào tốt hơn phụ thuộc mục tiêu và dữ liệu.,"“cancel subscription” và “end membership” ít chia sẻ từ nên BoW có thể xem là khác, còn embedding phù hợp có thể biểu diễn chúng gần nhau.","Chọn biểu diễn cho classification, retrieval hoặc clustering; cân bằng ngữ nghĩa, chi phí, khả năng giải thích và dữ liệu.",Dense không đồng nghĩa chắc chắn chính xác hơn. Vector sparse không phải dữ liệu thiếu; số 0 thường nghĩa token không xuất hiện.,Titan Embeddings; Processing; Spark,Domain 1,1.2,Transform Data • Text,Skill Builder,https://skillbuilder.aws/learn/3AHUUNMH2X/aws-ml-engineer-associate--data-transformation-and-feature-engineering/H2K74ZEHBM,14/09/2026
Text normalization for foundation models,"• Remove boilerplate
• Fix encoding
• Preserve meaning",Chuẩn hóa văn bản cho foundation model,Text normalization removes accidental noise while preserving the linguistic structure needed by a model.,Làm văn bản nhất quán mà giữ thông tin ngôn ngữ có ý nghĩa.,"Loại menu/header lặp, sửa encoding lỗi và khoảng trắng không cần thiết. Giữ dấu câu, thứ tự, phủ định và chữ hoa khi chúng có ý nghĩa. Kiểm tra output bằng mẫu thật trước khi áp dụng rộng.","Loại thanh điều hướng từ bài hỗ trợ nhưng giữ tiêu đề phần, dấu chấm và câu “do not delete”.","Dùng trước tokenization, chunking, embedding hoặc tạo dataset tùy chỉnh để giảm nhiễu.","Không mặc định xóa stop words hay lowercase mọi thứ như một số pipeline BoW. “Normalization” ở đây là xử lý văn bản, khác min-max scaling hoặc unit-vector normalization.",Glue; Processing; Bedrock Knowledge Bases,Domain 1,1.2,Transform Data • GenAI,Skill Builder,https://skillbuilder.aws/learn/3AHUUNMH2X/aws-ml-engineer-associate--data-transformation-and-feature-engineering/H2K74ZEHBM,14/09/2026
Context window,"• Token budget
• Input + output allocation
• Model-specific limit",Cửa sổ ngữ cảnh,A context window limits the tokens a model can consider in a request.,Giới hạn lượng token mô hình có thể xử lý trong ngữ cảnh một yêu cầu.,"Đếm bằng tokenizer tương thích model; dự trù cả instructions, lịch sử, dữ liệu truy xuất và phần output theo giới hạn của model/API. Văn bản dài cần rút phần không liên quan hoặc chia theo nhiệm vụ và ngữ nghĩa.","Transcript bị từ chối vì vượt token budget: kiểm tra tổng prompt và chia đoạn, thay vì chỉ giảm số MB của file.","Dùng khi chuẩn bị dữ liệu dài cho LLM, chọn chunk size và kiểm soát độ dài ví dụ.","Token không luôn bằng một từ, một ký tự hoặc một câu. Các model có tokenizer và giới hạn khác nhau; không lấy số token của model A áp nguyên cho model B.",Amazon Bedrock; embedding models,Domain 1,1.2,Transform Data • GenAI,Skill Builder,https://skillbuilder.aws/learn/3AHUUNMH2X/aws-ml-engineer-associate--data-transformation-and-feature-engineering/H2K74ZEHBM,14/09/2026
Domain-specific text augmentation,"• Paraphrase
• Synonym replacement
• Preserve label / meaning",Tăng cường văn bản theo chuyên ngành,Domain-specific augmentation creates varied examples while preserving task-relevant meaning.,Tạo thêm cách diễn đạt thực tế cho một miền chuyên môn mà giữ ý nghĩa và nhãn đúng.,"Có thể thay từ đồng nghĩa, paraphrase hoặc back-translation; bổ sung cách gọi, viết tắt và thuật ngữ thường gặp. Kiểm tra thủ công các ví dụ dễ đổi nghĩa, nhất là số liệu và phủ định. Tạo bản biến thể từ train để tránh trùng nội dung giữa các tập.","Từ câu hỏi dùng tên đầy đủ của một linh kiện, tạo thêm câu có viết tắt mà người dùng thật thường dùng.",Dùng khi dữ liệu chuyên ngành thiếu đa dạng cách diễn đạt và cần tăng độ bao phủ tình huống thực tế.,Augmentation không chỉ là tăng số dòng. Thay từ trong y khoa/kỹ thuật có thể đổi nghĩa; các bản paraphrase của cùng mẫu không nên rơi vào cả train và validation.,Amazon Bedrock; Amazon Translate; Processing,Domain 1,1.2,Transform Data • GenAI,Skill Builder,https://skillbuilder.aws/learn/3AHUUNMH2X/aws-ml-engineer-associate--data-transformation-and-feature-engineering/H2K74ZEHBM,14/09/2026
Back-translation,"• Translate out and back
• Alternative wording
• Semantic check",Dịch vòng để tạo biến thể,Back-translation rewrites text by translating it into another language and back.,Tạo cách diễn đạt mới bằng cách dịch sang ngôn ngữ trung gian rồi dịch trở lại.,"Chọn cặp ngôn ngữ phù hợp, dịch câu gốc qua ngôn ngữ trung gian và dịch về; so sánh với bản gốc để giữ nhãn, thực thể, số lượng, phủ định và ý nghĩa. Đây là một cách text augmentation.","Một câu hỏi hỗ trợ được diễn đạt lại qua bước Anh→ngôn ngữ trung gian→Anh, sau đó kiểm tra thuật ngữ sản phẩm.","Dùng để tăng biến thể ngôn ngữ khi dữ liệu train hạn chế và câu mới vẫn phản ánh workload.

Trong bài cân bằng text, back-translation tạo biến thể của mẫu minority; cần kiểm tra không làm đổi sentiment/label hoặc sai thuật ngữ miền. Chỉ thêm các biến thể vào train, không dùng như holdout độc lập.","Không bảo đảm giữ nghĩa, nhất là câu chuyên môn hoặc mơ hồ. Không dùng như bước bắt buộc cho mọi tài liệu RAG; biến thể không được làm sai nội dung nguồn.",Amazon Translate; Processing,Domain 1,1.2,Transform Data • GenAI,Skill Builder,"https://skillbuilder.aws/learn/3AHUUNMH2X/aws-ml-engineer-associate--data-transformation-and-feature-engineering/H2K74ZEHBM
https://skillbuilder.aws/learn/W9E1MCC15B/aws-ml-engineer-associate--validate-data-and-prepare-for-modeling/815QR5D1ZA",14/09/2026
Chunk overlap,"• Shared boundary text
• Context continuity
• Extra tokens",Phần nội dung chồng lấn giữa các đoạn,Chunk overlap repeats some boundary content across adjacent chunks.,Lặp lại một phần nội dung ở ranh giới hai chunk để giữ ngữ cảnh.,"Khi cắt văn bản thành đoạn, một câu hoặc định nghĩa có thể nằm ở ranh giới. Overlap giữ một phần đoạn trước trong đoạn sau; đổi lại tăng số token embedding, storage và khả năng trả kết quả trùng. Chọn theo nội dung và đo retrieval quality.",Chunk 500 token với overlap 50 token là cấu hình thử nghiệm; không phải chuẩn tối ưu áp dụng chung.,"Dùng khi đoạn cắt có thể làm mất liên kết giữa câu, điều kiện và phần giải thích.",Overlap không sửa mọi lỗi parsing hoặc chia bảng. Tỷ lệ quá lớn tốn chi phí; phân biệt phần trăm overlap và số token tuyệt đối theo công cụ.,Bedrock Knowledge Bases,Domain 1,1.2,Transform Data • RAG,Skill Builder,https://skillbuilder.aws/learn/3AHUUNMH2X/aws-ml-engineer-associate--data-transformation-and-feature-engineering/H2K74ZEHBM,14/09/2026
No chunking,"• One document = one chunk
• Short self-contained content",Không chia nhỏ tài liệu,No chunking treats each source document as a single retrieval unit.,Mỗi tài liệu đầu vào được xem là một chunk.,Phù hợp nếu mỗi file đã là một mục ngắn hoàn chỉnh hoặc đã được chia trước. Vẫn tạo embedding và index cho từng tài liệu; cần kiểm tra giới hạn input của embedding model và độ dài context khi retrieval.,Mỗi câu FAQ cùng câu trả lời nằm trong một file riêng; dùng nguyên file làm đơn vị truy xuất.,Dùng khi chia nhỏ tiếp sẽ tách câu hỏi khỏi câu trả lời hoặc làm mất ý nghĩa của một đơn vị ngắn.,"Không chunking không có nghĩa không embedding. Không chọn cho mọi manual dài; với Bedrock KB, no chunking có giới hạn về page-number citation/filter được nêu trong tài liệu.",Bedrock Knowledge Bases,Domain 1,1.2,Transform Data • RAG,Skill Builder,"https://skillbuilder.aws/learn/3AHUUNMH2X/aws-ml-engineer-associate--data-transformation-and-feature-engineering/H2K74ZEHBM
https://docs.aws.amazon.com/bedrock/latest/userguide/kb-chunking.html",14/09/2026
Retrieval metadata filtering,"• Source / date / category
• Filter scope
• Traceable citations",Lọc truy xuất bằng metadata,Metadata filtering restricts retrieval to documents that satisfy structured attributes.,Dùng thuộc tính gắn với tài liệu/chunk để giới hạn phạm vi kết quả.,"Trích source_id, title, product, version, date hoặc category ngay khi ingest và giữ chúng cùng chunk. Similarity tìm nội dung gần nghĩa, còn filter loại các phiên bản hoặc nhóm tài liệu không phù hợp. Metadata còn hỗ trợ truy nguồn câu trả lời.","Câu hỏi sản phẩm A chỉ tìm trong product=A và phiên bản tài liệu hiện hành, tránh kết quả gần nghĩa từ sản phẩm B.","Dùng khi corpus có nhiều sản phẩm, phiên bản hoặc loại tài liệu và cần câu trả lời có nguồn rõ.",Metadata sai hoặc thiếu có thể loại mất câu trả lời đúng. Bộ lọc tìm kiếm không thay thế kiểm soát truy cập; không coi tag do người dùng tự nhập là quyền đáng tin.,Bedrock Knowledge Bases; OpenSearch,Domain 1,1.2,Transform Data • RAG,Skill Builder,https://skillbuilder.aws/learn/3AHUUNMH2X/aws-ml-engineer-associate--data-transformation-and-feature-engineering/H2K74ZEHBM,14/09/2026
Prompt-response pairs,"• Input + desired output
• Consistent examples
• Task-specific labels",Cặp đầu vào và câu trả lời mục tiêu,Prompt-response pairs demonstrate the output expected for a given input.,Mỗi ví dụ gồm yêu cầu đầu vào và phản hồi chuẩn mà mô hình cần học.,"Biên soạn prompt phản ánh tình huống thật, response chính xác và nhất quán về định dạng/giọng văn. Kiểm tra nhãn, trùng lặp, nội dung nhạy cảm và các ví dụ mâu thuẫn; chuyển sang schema được model hỗ trợ.","Prompt là câu hỏi hỗ trợ; response là câu trả lời đã được duyệt, có format thống nhất.","Đầu vào điển hình của supervised fine-tuning; ở D1 tập trung chất lượng, cấu trúc và chia dataset.","Không phải corpus text thô cho continued pre-training. Một schema JSONL không dùng chung cho mọi model; số ví dụ tối thiểu/tối đa phải kiểm tra theo model.

Bổ sung validation: các phần bắt buộc hiện diện và không rỗng, style nhất quán, không lặp có chủ ý ngoài mục tiêu; đúng schema chưa chứng minh response đúng facts hoặc an toàn.",Amazon Bedrock; S3; Processing,Domain 1,1.2,Transform Data • Customization data,Skill Builder,"https://skillbuilder.aws/learn/3AHUUNMH2X/aws-ml-engineer-associate--data-transformation-and-feature-engineering/H2K74ZEHBM
https://docs.aws.amazon.com/bedrock/latest/userguide/model-customization-prepare.html
https://skillbuilder.aws/learn/W9E1MCC15B/aws-ml-engineer-associate--validate-data-and-prepare-for-modeling/815QR5D1ZA",14/09/2026
Fine-tuning dataset preparation,"• Labeled examples
• JSONL
• Quality over quantity
• Validation split",Chuẩn bị dữ liệu để tinh chỉnh mô hình,Fine-tuning data preparation curates task examples in the model's required format.,"Tạo tập ví dụ có nhãn đúng, đại diện và đúng định dạng cho bước fine-tuning.","Xác định hành vi mục tiêu, chọn các ví dụ đại diện, chuẩn hóa response, loại trùng/lỗi và xử lý PII. Tách validation độc lập, xuất JSONL một record mỗi dòng theo model, rồi kiểm tra schema, token length và quyền đọc S3.

Sau chuẩn bị định dạng P31, dùng P39 kiểm tra nhiều lớp: format → facts → safety → poisoning/provenance. Các lớp có thể chạy độc lập nhưng phải tổng hợp kết quả trước bàn giao training; sửa dữ liệu cần kiểm tra lại.",Tập câu hỏi hỗ trợ và đáp án được duyệt → train.jsonl và validation.jsonl; dữ liệu cùng hội thoại được giữ cùng một nhóm khi chia.,Dùng khi cần chuẩn bị đầu vào cho mô hình học cách trả lời/định dạng theo một tác vụ cụ thể.,"Chỉ chuẩn bị dataset ở D1; chọn chiến lược huấn luyện, siêu tham số và đánh giá model thuộc D2. Không xem “vài trăm/vài nghìn” là yêu cầu số lượng chung cho mọi model.",Amazon Bedrock; S3; Glue; Processing,Domain 1,1.2,Transform Data • Customization data,Skill Builder,"https://skillbuilder.aws/learn/3AHUUNMH2X/aws-ml-engineer-associate--data-transformation-and-feature-engineering/H2K74ZEHBM
https://docs.aws.amazon.com/bedrock/latest/userguide/model-customization-prepare.html
https://skillbuilder.aws/learn/W9E1MCC15B/aws-ml-engineer-associate--validate-data-and-prepare-for-modeling/815QR5D1ZA",14/09/2026
Continued pre-training corpus,"• Unlabeled domain text
• Broad corpus
• Deduplicate / govern",Kho văn bản cho tiếp tục tiền huấn luyện,A continued pre-training corpus contains clean unlabeled text from the target domain.,"Tập văn bản chuyên ngành không gắn cặp đáp án, dùng làm đầu vào cho continued pre-training.","Thu thập tài liệu có quyền sử dụng, giữ nguồn gốc, loại trùng và nội dung chất lượng thấp, xử lý dữ liệu nhạy cảm rồi định dạng theo yêu cầu model. Cần đủ độ bao phủ từ vựng và phong cách miền, không chỉ lặp nhiều bản của cùng tài liệu.","Manual kỹ thuật, tài liệu nội bộ và bài chuyên ngành được làm sạch thành corpus thống nhất.",Ở D1 dùng để nhận diện đúng loại dataset và cách chuẩn bị; mục tiêu downstream là thích nghi với ngôn ngữ/tri thức miền.,Unlabeled text khác prompt-response pairs. Không phải mọi model hỗ trợ continued pre-training; quá trình huấn luyện không tự bảo đảm giữ mọi năng lực ban đầu.,Amazon Bedrock; S3; Glue; Processing,Domain 1,1.2,Transform Data • Customization data,Skill Builder,https://skillbuilder.aws/learn/3AHUUNMH2X/aws-ml-engineer-associate--data-transformation-and-feature-engineering/H2K74ZEHBM,14/09/2026
Distillation input prompts,"• Representative workload
• Teacher-generated responses
• JSONL prompts",Prompt đầu vào cho chưng cất mô hình,Distillation prompts represent tasks used to obtain teacher responses for a student model.,"Tập prompt đại diện tác vụ thực tế, dùng để tạo dữ liệu học từ mô hình teacher.","Chọn câu hỏi theo phân bố workload thật, kiểm tra độ đa dạng và các trường hợp khó, loại PII và xuất schema JSONL được hỗ trợ. Teacher sinh response cho student học; có thể có golden examples hoặc dữ liệu log theo workflow được hỗ trợ.","Lấy các nhóm câu hỏi hỗ trợ thường gặp và tình huống hiếm quan trọng, chuẩn bị prompts có nguồn gốc rõ ràng.","Chuẩn bị dữ liệu phục vụ mục tiêu có model nhỏ hơn, nhanh hơn, rẻ hơn; phần chạy distillation được học ở D2.",Không phải chỉ nén file trọng số. Teacher cũng có thể sai; prompt không đại diện sẽ làm student kém trên tình huống chưa được bao phủ.,Amazon Bedrock Model Distillation; S3,Domain 1,1.2,Transform Data • Customization data,Skill Builder,"https://skillbuilder.aws/learn/3AHUUNMH2X/aws-ml-engineer-associate--data-transformation-and-feature-engineering/H2K74ZEHBM
https://docs.aws.amazon.com/bedrock/latest/userguide/model-distillation.html",14/09/2026
Redaction,"• Remove sensitive value
• Placeholder
• No original in output",Xóa hoặc thay nội dung nhạy cảm bằng ký hiệu,"Redaction removes sensitive spans from the released text, often replacing them with placeholders.","Loại giá trị nhạy cảm khỏi bản đầu ra, thường thay bằng nhãn hoặc chuỗi che.","Phát hiện vị trí và loại dữ liệu nhạy cảm, thay span bằng {NAME}, {EMAIL} hoặc ký hiệu; kiểm tra output không còn bản gốc. Giữ cấu trúc cần thiết cho ML nhưng quản lý riêng bản gốc, log và metadata nếu vẫn chứa dữ liệu nhạy cảm.",“Liên hệ An tại an@example.com” → “Liên hệ {NAME} tại {EMAIL}”.,Dùng khi cần giữ nội dung nghiệp vụ xung quanh nhưng không cho người đọc hay mô hình thấy định danh gốc.,Redaction một vài field không chứng minh toàn bộ dataset đã anonymized; định danh gián tiếp có thể còn. Bản đầu ra sạch không có nghĩa source/log đã được xử lý.,DataBrew; Comprehend; Bedrock Guardrails,Domain 1,1.3,Transform Data • Privacy,Skill Builder,https://skillbuilder.aws/learn/3AHUUNMH2X/aws-ml-engineer-associate--data-transformation-and-feature-engineering/H2K74ZEHBM,14/09/2026
Pseudonymization,"• Replace identifiers
• Separate mapping / key
• Re-identifiable",Giả danh hóa,Pseudonymization substitutes identifiers while retaining a separately protected way to reconnect records.,Thay định danh bằng mã giả nhưng vẫn có thể liên kết hoặc khôi phục bằng thông tin được giữ riêng.,"Tạo mapping/token phù hợp mục tiêu, giữ bảng ánh xạ hoặc khóa ở nơi được hạn chế quyền. Mã giả ổn định hỗ trợ liên kết nhiều record của một thực thể mà không dùng trực tiếp tên hay mã thật.",customer_id thật → customer_token; bảng mapping được quản lý riêng khỏi dataset phân tích.,Dùng khi cần phân tích theo thực thể hoặc liên kết record mà vẫn hạn chế việc lộ định danh trực tiếp.,Không phải anonymization không thể đảo ngược. Token hóa định danh bảo mật khác tokenization chia văn bản cho LLM; hash đơn giản của giá trị dễ đoán có thể bị dò ngược.,DataBrew; Processing; KMS,Domain 1,1.3,Transform Data • Privacy,Skill Builder,https://skillbuilder.aws/learn/3AHUUNMH2X/aws-ml-engineer-associate--data-transformation-and-feature-engineering/H2K74ZEHBM,14/09/2026
Protected health information (PHI),"• Identifiable health information
• Clinical data
• Additional identifiers",Thông tin sức khỏe có thể định danh,PHI refers to identifiable health information within the applicable privacy framework.,Thông tin sức khỏe gắn với hoặc có thể dùng để xác định một cá nhân trong phạm vi quy định áp dụng.,"Trong ôn thi, nhận diện hồ sơ y tế, kết quả xét nghiệm hoặc thanh toán chăm sóc sức khỏe gắn với người bệnh là dữ liệu nhạy cảm. Cần xác định cả tên/mã trực tiếp và các thuộc tính có thể liên kết lại trước khi phát hành dataset.","Ghi chú lâm sàng chứa tên, ngày khám, địa chỉ và mã bệnh nhân; chỉ xóa tên có thể chưa loại hết khả năng nhận diện.",Dùng để chọn công cụ phát hiện PHI và thiết kế kiểm tra chất lượng bản dữ liệu đã xử lý.,"Phân loại PHI theo luật có điều kiện về chủ thể và bối cảnh; không suy ra mọi từ chỉ bệnh đều là định danh. DetectPHI nhận diện các entity liên quan, không tự chứng nhận dataset tuân thủ.",Amazon Comprehend Medical; S3; KMS,Domain 1,1.3,Transform Data • Privacy,Skill Builder,"https://skillbuilder.aws/learn/3AHUUNMH2X/aws-ml-engineer-associate--data-transformation-and-feature-engineering/H2K74ZEHBM
https://docs.aws.amazon.com/comprehend-medical/latest/dev/textanalysis-phi.html",14/09/2026
Missing completely at random (MCAR),"• Missing independent of data
• Accidental missingness
• Check collection process",Thiếu hoàn toàn ngẫu nhiên,Missingness is unrelated to observed values or to the missing values themselves.,Khả năng thiếu không phụ thuộc các giá trị quan sát được lẫn chính giá trị đang thiếu.,"Đây là giả định về cơ chế tạo missingness, không phải tên một kỹ thuật điền dữ liệu. Nếu sự cố ngẫu nhiên làm mất bản ghi bất kể người dùng hay giá trị, dữ liệu còn lại có thể vẫn đại diện, nhưng số mẫu giảm.","Một lỗi truyền ngẫu nhiên làm thất lạc câu trả lời, với xác suất như nhau ở mọi nhóm và mọi mức câu trả lời. Chỉ gọi MCAR khi giả định độc lập này hợp lý.",Cân nhắc loại một lượng nhỏ dữ liệu thiếu khi mất mát thông tin chấp nhận được; vẫn so sánh phân phối trước/sau và kiểm tra nguồn.,Việc người dùng bỏ câu hỏi không tự chứng minh MCAR: họ có thể bỏ vì câu trả lời nhạy cảm. Không suy cơ chế chỉ từ tỷ lệ NULL.,Data Wrangler; pandas,Domain 1,1.3,Validate Data • Missingness,Skill Builder,https://skillbuilder.aws/learn/W9E1MCC15B/aws-ml-engineer-associate--validate-data-and-prepare-for-modeling/815QR5D1ZA,14/09/2026
Missing at random (MAR),"• Depends on observed data
• Conditional missingness
• Use observed predictors",Thiếu ngẫu nhiên có điều kiện,"After conditioning on observed variables, missingness does not depend on the missing value itself.","Sau khi xét các biến đã quan sát, việc thiếu không còn phụ thuộc chính giá trị bị thiếu.",MAR cho phép missingness liên quan đến thông tin đã có. Xác định các biến quan sát giải thích cơ chế thiếu rồi chọn imputation thích hợp; thuật ngữ random không có nghĩa hoàn toàn độc lập mọi dữ liệu.,"Điểm kiểm tra thiếu liên quan tình trạng vắng mặt đã được ghi lại; chỉ xem là MAR nếu sau khi xét các biến quan sát, việc thiếu không còn phụ thuộc điểm chưa biết.",Phân tích missing-rate theo nhóm/thời gian/nguồn và dùng các biến quan sát phù hợp khi xây imputer; học imputer trong train.,"Ví dụ vắng mặt chỉ minh họa có điều kiện, không bảo đảm MAR. Nếu học sinh vắng vì mức điểm dự kiến chưa quan sát được, có thể vẫn MNAR.",Data Wrangler; Processing; pandas,Domain 1,1.3,Validate Data • Missingness,Skill Builder,https://skillbuilder.aws/learn/W9E1MCC15B/aws-ml-engineer-associate--validate-data-and-prepare-for-modeling/815QR5D1ZA,14/09/2026
