MLA-C01 • DOMAIN 1,DỊCH VỤ & CÔNG CỤ,Collect/Store + Transform + Validate Data; Domain 1.,,,,,,,,,,,,,
76 mục • 16 cột,59 mục theo chủ đề Skill Builder,"1.1 Collect, ingest & store data",,,,,,,,,,,,,
Đọc cột B: keyword cần nhớ,17 mục bổ sung Domain 1,1.2 Transform & feature engineering,,,,,,,,,,,,,
Đối chiếu: 14/09/2026,Nguồn: cột O • Ví dụ tự xây dựng,1.3 Data integrity & preparation,,,,,,,,,,,,,
Key / Dịch vụ hoặc công cụ,Keyword cần nhớ,Definition (EN),Định nghĩa (VI),Benefits / Lợi ích chi tiết,Cơ chế / Quy trình,Use cases / Khi nào dùng,Ví dụ minh họa,Phân biệt / Điều kiện / Lưu ý,Loại,Domain,Task,Nhóm chủ đề,Phạm vi nguồn,Nguồn tham khảo,Ngày đối chiếu
Amazon FSx for Windows File Server,"• Windows file system
• SMB
• Active Directory
• Windows ACLs","Amazon FSx for Windows File Server is a managed file storage service built for applications that use Windows file system semantics and SMB shares. It integrates with Active Directory and Windows access controls so existing users and applications can access shared files through familiar mechanisms. Storage, throughput and availability are configured for the workload while AWS manages the underlying file service.","Amazon FSx for Windows File Server là dịch vụ lưu trữ tệp được quản lý dành cho ứng dụng sử dụng đặc tính filesystem Windows và thư mục chia sẻ SMB. Dịch vụ tích hợp Active Directory và cơ chế quyền truy cập Windows để người dùng, ứng dụng hiện có truy cập tệp dùng chung bằng cách quen thuộc. Dung lượng, throughput và tính sẵn sàng được cấu hình theo workload, còn AWS quản lý dịch vụ tệp bên dưới.","Cung cấp file share Windows được quản lý với SMB, tích hợp Active Directory và quyền Windows. Giảm việc tự vận hành file server cho ứng dụng Windows.","Client truy cập SMB share; xác thực và phân quyền qua tích hợp directory/ACL. Chọn cấu hình throughput, storage và availability theo yêu cầu.","Ứng dụng Windows hoặc công cụ thu thập dữ liệu hiện có cần SMB share, quyền Windows và tích hợp môi trường doanh nghiệp.",Dữ liệu báo cáo từ ứng dụng Windows được ghi vào SMB share rồi chuyển vào data lake cho pipeline ML.,"Chọn vì yêu cầu Windows/SMB, không chỉ vì chữ FSx. Không nhầm SMB với NFS của EFS hoặc Lustre của training phân tán; cần directory và network phù hợp.",Dịch vụ,Domain 1,1.1,Lưu trữ,Bổ sung Domain 1,https://aws.amazon.com/fsx/windows/,14/09/2026
Amazon FSx for OpenZFS,"• OpenZFS
• NFS
• Snapshots / clones
• Low-latency file access","Amazon FSx for OpenZFS is a managed file storage service that exposes OpenZFS capabilities through NFS. It supports shared file access and data-management features such as snapshots and clones, allowing applications to create point-in-time views and working copies of data. It suits NFS-based workloads that require OpenZFS functionality and configurable, high-performance file storage.","Amazon FSx for OpenZFS là dịch vụ lưu trữ tệp được quản lý, cung cấp các khả năng OpenZFS thông qua NFS. Dịch vụ hỗ trợ truy cập tệp dùng chung và những tính năng quản trị dữ liệu như snapshot, clone, cho phép ứng dụng tạo bản ghi nhận dữ liệu tại một thời điểm và bản sao phục vụ công việc. Lựa chọn này phù hợp với workload NFS cần chức năng OpenZFS và lưu trữ tệp hiệu năng cao có thể cấu hình.","Cung cấp filesystem OpenZFS được quản lý với NFS, snapshot và clone để làm việc với nhiều bản dữ liệu. Phù hợp ứng dụng cần khả năng ZFS và truy cập tệp hiệu năng cao.","Tạo filesystem/volume, mount NFS và sử dụng các khả năng snapshot/clone theo cấu hình. Thiết kế capacity, throughput và deployment tương ứng workload.",Workload Linux/NFS cần semantics và khả năng quản lý dữ liệu OpenZFS; tạo môi trường dữ liệu thử nghiệm từ snapshot.,"Tạo bản sao logic của tập dữ liệu từ snapshot cho một thử nghiệm preprocessing, giảm thao tác sao chép thủ công toàn bộ dữ liệu.",Không gán tính năng S3 data repository association của Lustre cho OpenZFS. Snapshot/clone phải được hiểu theo dịch vụ và vòng đời lưu trữ thực tế.,Dịch vụ,Domain 1,1.1,Lưu trữ,Bổ sung Domain 1,https://aws.amazon.com/fsx/openzfs/,14/09/2026
Amazon RDS,"• Managed relational database
• SQL
• OLTP
• Source extraction","Amazon RDS is a managed relational database service for SQL-based applications using supported database engines. It handles infrastructure and operational tasks such as provisioning, backups and maintenance according to configuration, while applications query and update relational tables. In ML pipelines, RDS commonly supplies transactional records that are extracted through engine-compatible queries, connectors or replication before feature preparation.","Amazon RDS là dịch vụ cơ sở dữ liệu quan hệ được quản lý dành cho ứng dụng SQL sử dụng các database engine được hỗ trợ. Dịch vụ xử lý hạ tầng và những công việc vận hành như cấp phát, sao lưu, bảo trì theo cấu hình, còn ứng dụng truy vấn và cập nhật các bảng quan hệ. Trong pipeline ML, RDS thường cung cấp bản ghi giao dịch được trích xuất bằng truy vấn phù hợp engine, connector hoặc replication trước khi tạo feature.","Quản lý nhiều tác vụ vận hành cơ sở dữ liệu như provisioning, backup và bảo trì, tùy engine/cấu hình. Dữ liệu quan hệ có schema rõ, thuận tiện chọn lọc và join bằng SQL trước ML.",Ứng dụng dùng SQL client/driver đúng engine để đọc dữ liệu; DMS hoặc Glue có thể đưa dữ liệu ra S3. AWS CLI/SDK quản lý RDS không thay thế mọi truy vấn SQL; Data API chỉ áp dụng cấu hình được hỗ trợ.,"Nguồn giao dịch, bảng khách hàng và lịch sử ứng dụng cần trích xuất để xây tập train hoặc làm giàu feature.","Truy vấn giao dịch theo kỳ hoặc dùng DMS CDC từ PostgreSQL được hỗ trợ để cập nhật data lake, sau đó Glue xử lý thành feature.","RDS thường gắn với OLTP; Redshift thiên về OLAP. Quét ETL lớn có thể ảnh hưởng database sản xuất; cần xét read replica, lịch chạy, snapshot/export và engine support.",Dịch vụ,Domain 1,1.1,Nguồn dữ liệu,Skill Builder,"https://skillbuilder.aws/learn/EZ5E7MDBFM/aws-ml-engineer-associate--collect-ingest-and-store-data/SYGN3UF5BT
https://aws.amazon.com/rds/",14/09/2026
Amazon RDS / Aurora PostgreSQL with pgvector,"• PostgreSQL extension
• SQL + vectors
• Exact / approximate search
• HNSW / IVFFlat","Amazon RDS for PostgreSQL and Aurora PostgreSQL can use the supported pgvector extension to store numerical embeddings alongside relational data and query them with SQL. Applications can perform exact similarity search or use supported approximate-nearest-neighbor indexes such as HNSW or IVFFlat. This combines vector retrieval with relational metadata, provided the database version, index and distance operator match the use case.","Amazon RDS for PostgreSQL và Aurora PostgreSQL có thể sử dụng extension pgvector được hỗ trợ để lưu embedding số cùng dữ liệu quan hệ và truy vấn bằng SQL. Ứng dụng có thể tìm kiếm tương đồng chính xác hoặc sử dụng các index tìm láng giềng gần đúng được hỗ trợ như HNSW hay IVFFlat. Cách này kết hợp truy xuất vector với metadata quan hệ, với điều kiện phiên bản database, loại index và toán tử khoảng cách phù hợp bài toán.",Đưa vector search vào database PostgreSQL hiện có; giữ embedding cạnh metadata quan hệ và dùng SQL quen thuộc. Hỗ trợ exact search hoặc ANN qua loại index được hỗ trợ.,"Bật pgvector trên phiên bản tương thích, lưu vector đúng số chiều, tạo index và chọn distance operator phù hợp mô hình. Join kết quả với metadata quan hệ khi truy vấn.",Đội ngũ đã dùng PostgreSQL và muốn vector capability mà không thêm hệ thống tìm kiếm riêng; dữ liệu quan hệ và vector cần xử lý cùng nhau.,"Bảng tài liệu có document_id, category và embedding; tìm các tài liệu gần câu hỏi rồi join bảng quyền truy cập.",Extension không phải dịch vụ AWS độc lập. Exact search khác ANN; index và filter ảnh hưởng recall/latency. Không mặc định mọi phiên bản RDS/Aurora đều hỗ trợ cùng extension hay tích hợp Knowledge Bases.,Tính năng / extension,Domain 1,1.1,Vector và RAG,Skill Builder,"https://skillbuilder.aws/learn/EZ5E7MDBFM/aws-ml-engineer-associate--collect-ingest-and-store-data/SYGN3UF5BT
https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/PostgreSQL.Concepts.General.FeatureSupport.Extensions.html",14/09/2026
Amazon DynamoDB,"• Managed NoSQL
• Key-value / document
• Partition key
• Low-latency access","Amazon DynamoDB is a managed NoSQL database that stores key-value and document data for low-latency application access at scale. Applications design partition and sort keys around access patterns and use supported APIs to read or update items. ML pipelines can consume its records through extraction, export or change streams, but efficient keyed access should be distinguished from scanning the entire table.","Amazon DynamoDB là cơ sở dữ liệu NoSQL được quản lý, lưu dữ liệu khóa–giá trị và tài liệu để ứng dụng truy cập với độ trễ thấp ở quy mô lớn. Ứng dụng thiết kế partition key và sort key theo mẫu truy cập, rồi dùng API được hỗ trợ để đọc hoặc cập nhật item. Pipeline ML có thể lấy bản ghi qua trích xuất, export hoặc luồng thay đổi; cần phân biệt truy cập hiệu quả theo khóa với việc Scan toàn bộ bảng.","Cung cấp database key-value/document được quản lý, hỗ trợ đọc/ghi độ trễ thấp và mở rộng theo cấu hình. Phù hợp trạng thái ứng dụng và truy cập theo khóa ở quy mô lớn.","Thiết kế partition/sort key theo access pattern. Trích xuất bằng API, export ra S3 hoặc Glue connector; dùng Streams cho thay đổi khi phù hợp. Query theo khóa thường hiệu quả hơn Scan toàn bảng.",Nguồn sự kiện và trạng thái ứng dụng để tạo feature; lookup dữ liệu theo entity; chuyển dữ liệu lịch sử vào S3 cho phân tích/training.,"Export dữ liệu người dùng ra S3, Glue join với log hành vi; luồng thay đổi cập nhật feature mới cho suy luận.",Hot partition xảy ra khi khóa phân bố lệch. DynamoDB không nằm trong danh sách source endpoint DMS thông thường đã đối chiếu; đừng suy từ việc DMS hỗ trợ DynamoDB làm target sang hỗ trợ làm source. Scan lớn có thể tốn năng lực đọc.,Dịch vụ,Domain 1,1.1,Nguồn dữ liệu,Skill Builder,"https://skillbuilder.aws/learn/EZ5E7MDBFM/aws-ml-engineer-associate--collect-ingest-and-store-data/SYGN3UF5BT
https://aws.amazon.com/dynamodb/
https://docs.aws.amazon.com/dms/latest/userguide/CHAP_Introduction.Sources.html",14/09/2026
Amazon Redshift,"• Data warehouse
• OLAP
• Columnar analytics
• SQL joins / aggregations","Amazon Redshift is a managed analytical data warehouse for SQL queries over large structured datasets. It is designed for analytical operations such as aggregations and joins, helping teams combine historical business data and calculate model features. Data can be exported for training, while Redshift Spectrum can query configured external data in S3; it is distinct from an OLTP application database.","Amazon Redshift là kho dữ liệu phân tích được quản lý, phục vụ truy vấn SQL trên tập dữ liệu có cấu trúc lớn. Dịch vụ được thiết kế cho các thao tác phân tích như tổng hợp và join, giúp kết hợp lịch sử dữ liệu nghiệp vụ và tính feature cho model. Dữ liệu có thể được xuất để training, còn Redshift Spectrum có thể truy vấn dữ liệu external trong S3 đã được cấu hình; Redshift có vai trò khác cơ sở dữ liệu giao dịch OLTP của ứng dụng.","Tối ưu truy vấn phân tích trên dữ liệu lớn, nhất là join, aggregation và lịch sử nhiều nguồn. SQL giúp tạo bảng feature từ dữ liệu đã nằm trong kho; có lựa chọn provisioned hoặc serverless.","Nạp dữ liệu từ nguồn như S3, dùng SQL tổng hợp theo entity/thời gian, xuất kết quả khi cần training. Spectrum cho phép truy vấn dữ liệu S3 qua bảng external được cấu hình.","Dataset phân tích đã ở warehouse; cần kết hợp doanh thu, hành vi và danh mục, hoặc tạo feature bằng SQL trên lịch sử lớn.","SQL tính tổng chi tiêu 30 ngày của mỗi khách hàng, xuất feature ra S3; pipeline giữ event time để không lấy dữ liệu sau thời điểm dự đoán.","Không chọn chỉ để lưu ảnh/video thô. Redshift là hệ thống phân tích; RDS phù hợp giao dịch ứng dụng. Cần quan tâm thiết kế bảng, phân phối dữ liệu, chi phí compute và phạm vi thời gian của feature.",Dịch vụ,Domain 1,1.1,Nguồn dữ liệu,Skill Builder,"https://skillbuilder.aws/learn/EZ5E7MDBFM/aws-ml-engineer-associate--collect-ingest-and-store-data/SYGN3UF5BT
https://aws.amazon.com/redshift/",14/09/2026
Amazon Athena,"• Serverless SQL
• Query data in S3
• Schema-on-read
• Partition pruning","Amazon Athena is a serverless SQL query service used to analyze data in Amazon S3 and other supported sources without managing a query cluster. It reads source data according to table metadata and schema, commonly using the AWS Glue Data Catalog. It supports data exploration, joins and validation, with scan efficiency influenced by columnar formats, selected columns and partition pruning.","Amazon Athena là dịch vụ truy vấn SQL serverless dùng để phân tích dữ liệu trong Amazon S3 và các nguồn được hỗ trợ khác mà không quản lý cluster truy vấn. Dịch vụ đọc dữ liệu nguồn theo metadata bảng và schema, thường dùng AWS Glue Data Catalog. Athena hỗ trợ khám phá dữ liệu, join và kiểm tra chất lượng; hiệu quả quét dữ liệu phụ thuộc định dạng cột, những cột được chọn và việc chỉ đọc các partition liên quan.","Truy vấn dữ liệu S3 bằng SQL mà không quản lý cluster; phù hợp khám phá, kiểm tra chất lượng và SQL-based merging. Định dạng cột và partition pruning giảm dữ liệu phải quét.",Định nghĩa metadata bảng qua Glue Data Catalog hoặc DDL; engine đọc file trong S3 theo schema. Dùng SELECT/JOIN/CTAS để phân tích và tạo dataset mới khi thích hợp.,"EDA trên data lake, kiểm tra row count/null/duplicate sau ETL, đọc offline Feature Store, phân tích báo cáo Inventory.","Sau một left join, dùng SQL đếm hàng và tỷ lệ null ở feature bổ sung; truy vấn chỉ partition ngày cần dùng để tiết kiệm quét.","Athena không lưu dữ liệu gốc thay S3. Schema đúng không bảo đảm dữ liệu đúng. File nhỏ quá nhiều, partition không phù hợp hoặc quét tất cả cột làm tăng thời gian và chi phí.",Dịch vụ,Domain 1,1.1,Truy vấn và ETL,Skill Builder,"https://skillbuilder.aws/learn/EZ5E7MDBFM/aws-ml-engineer-associate--collect-ingest-and-store-data/SYGN3UF5BT
https://aws.amazon.com/athena/",14/09/2026
Amazon OpenSearch Service,"• Hybrid search
• Full-text + vector
• Metadata filtering
• ANN","Amazon OpenSearch Service is a managed search and analytics service that indexes documents and supports full-text search, filtering and vector similarity retrieval through supported engines and configurations. It can combine lexical and semantic signals for hybrid search, making it useful for RAG and applications that need both exact identifiers and meaning-based matching. Index design and deployment choices govern performance and capabilities.","Amazon OpenSearch Service là dịch vụ tìm kiếm và phân tích được quản lý, lập chỉ mục tài liệu và hỗ trợ tìm kiếm toàn văn, lọc dữ liệu cùng truy xuất vector tương đồng thông qua engine và cấu hình được hỗ trợ. Dịch vụ có thể kết hợp tín hiệu từ khóa với ngữ nghĩa để tìm kiếm hybrid, phù hợp với RAG và ứng dụng cần cả mã định danh chính xác lẫn so khớp theo ý nghĩa. Thiết kế index và lựa chọn triển khai quyết định hiệu năng, tính năng sử dụng được.",Kết hợp tìm từ khóa và vector để hỗ trợ truy vấn hybrid; lọc theo metadata và xếp hạng theo độ tương đồng. Managed hoặc serverless option giảm tác vụ hạ tầng ở các mức khác nhau.,"Tạo index có trường vector đúng dimensions, metric và engine/index method hỗ trợ. Nạp document, metadata và embedding; truy vấn keyword/vector rồi kết hợp điểm. Có thể dùng API/connector để trích xuất tài liệu đã index.",RAG cần cả mã/từ khóa chính xác và tìm kiếm ngữ nghĩa; ứng dụng cần metadata filters bên cạnh vector similarity.,Câu hỏi về mã sản phẩm phải khớp đúng mã và tìm đoạn hướng dẫn gần nghĩa; filter phiên bản sản phẩm trước khi xếp hạng.,"HNSW/IVF là phương pháp; Faiss/Lucene là engine/thư viện. ANN đánh đổi recall với latency/memory. Cần kiểm tra tính năng theo deployment, version và engine; không giả định mọi tùy chọn đều giống nhau.",Dịch vụ,Domain 1,1.1,Vector và RAG,Skill Builder,"https://skillbuilder.aws/learn/EZ5E7MDBFM/aws-ml-engineer-associate--collect-ingest-and-store-data/SYGN3UF5BT
https://aws.amazon.com/opensearch-service/",14/09/2026
Amazon S3 Vectors,"• Cost-optimized vector storage
• Large scale
• Similarity search
• Metadata filtering","Amazon S3 Vectors provides purpose-built vector buckets and indexes for storing and querying embeddings with associated metadata. Applications write vectors generated by an embedding model and submit query vectors to retrieve similar entries, optionally using metadata filters. It targets large-scale, cost-conscious vector workloads and differs from simply placing embedding files in a conventional S3 object bucket.","Amazon S3 Vectors cung cấp vector bucket và index chuyên dụng để lưu, truy vấn embedding cùng metadata liên quan. Ứng dụng ghi vector do embedding model tạo ra, sau đó gửi query vector để tìm các phần tử tương đồng và có thể áp dụng bộ lọc metadata. Dịch vụ hướng đến workload vector quy mô lớn cần tối ưu chi phí; khác với việc chỉ đặt các tệp chứa embedding vào bucket lưu object S3 thông thường.","Lưu và truy vấn vector trên hạ tầng S3 được thiết kế riêng cho embedding. Hướng đến dataset vector lớn và tối ưu chi phí, khi không ưu tiên latency thấp nhất của mọi lựa chọn.","Tạo vector bucket/index, định nghĩa dimensions và distance metric được hỗ trợ. Ghi vector cùng metadata, truy vấn bằng vector để tìm kết quả gần; vẫn cần mô hình embedding và pipeline nạp.","Semantic search hoặc agent memory ở quy mô lớn, dữ liệu ít phù hợp với database quan hệ, chi phí vector store là tiêu chí chính.","Lưu embedding của kho tài liệu lớn, tìm đoạn liên quan bằng query vector rồi lấy văn bản gốc ở S3 theo metadata.",Khác bucket S3 thông thường chứa tệp embedding. Không tự cung cấp full-text hybrid search như một search engine. Kiểm tra giới hạn metric/dimensions/filter và latency thực tế trước khi chọn.,Tính năng,Domain 1,1.1,Vector và RAG,Skill Builder,"https://skillbuilder.aws/learn/EZ5E7MDBFM/aws-ml-engineer-associate--collect-ingest-and-store-data/SYGN3UF5BT
https://docs.aws.amazon.com/AmazonS3/latest/userguide/s3-vectors.html",14/09/2026
Amazon Kinesis Data Streams,"• Real-time ingestion
• Durable buffer
• Custom consumers
• Shards / partition keys
• Replay","Amazon Kinesis Data Streams is a managed streaming service that ingests event records into durable streams for consumer applications. Producers assign partition keys, and consumers process records for analytics, feature computation or inference, with replay available within configured retention. It provides the stream and buffering layer; custom consumers or processing services supply the business logic and downstream actions.","Amazon Kinesis Data Streams là dịch vụ streaming được quản lý, tiếp nhận bản ghi sự kiện vào các stream có khả năng lưu giữ bền vững để consumer đọc. Producer gán partition key, còn consumer xử lý bản ghi để phân tích, tính feature hoặc suy luận; dữ liệu có thể được đọc lại trong thời hạn retention đã cấu hình. Dịch vụ cung cấp lớp stream và lưu đệm, còn consumer tùy chỉnh hoặc dịch vụ xử lý thực hiện logic nghiệp vụ và thao tác downstream.","Nhận luồng sự kiện liên tục, lưu đệm bền vững theo retention cấu hình và cho consumer đọc/xử lý. Hỗ trợ nhiều consumer và replay trong thời hạn giữ dữ liệu; thích hợp khi cần logic xử lý từng sự kiện.","Producer gửi PutRecord/PutRecords với partition key; key định tuyến vào shard. Lambda hoặc ứng dụng consumer đọc, biến đổi và gọi hệ thống đích. Flink có thể đọc để tạo windowed features.","Real-time ingestion và inference cần consumer tùy chỉnh; xử lý sự kiện, phát hiện bất thường hoặc làm nguồn cho Flink/Firehose.",Sự kiện thiết bị đi vào Kinesis; Flink tính trung bình trượt rồi ghi Feature Store. Consumer khác lưu lịch sử để training.,"Không tự gọi model nếu chưa viết consumer. Theo dõi lag/throttling và hot shard; retention không vô hạn. Phân biệt on-demand/provisioned, shared/enhanced fan-out và giới hạn hiện hành; retry cần tránh xử lý trùng.",Dịch vụ,Domain 1,1.1,Streaming,Skill Builder,"https://skillbuilder.aws/learn/EZ5E7MDBFM/aws-ml-engineer-associate--collect-ingest-and-store-data/SYGN3UF5BT
https://aws.amazon.com/kinesis/data-streams/",14/09/2026
