MLA-C01 • DOMAIN 4,THUẬT NGỮ CHI TIẾT,Monitor Model Inference • Optimize Costs and Performance • Secure ML and AI Workloads,,,,,,,,,,,,,
145 mục • 16 cột,Định nghĩa EN/VI + chi tiết,Task 4.1 + 4.2 + 4.3,,,,,,,,,,,,,
Keyword cần nhớ: cột B,Lợi ích / Ví dụ / Điều kiện,3 module • Có phần mở rộng GenAI,,,,,,,,,,,,,
Đối chiếu: 16/09/2026,Nguồn: O • Có ghi phạm vi,Đối chiếu MLA-C01 và AWS docs; có ghi giới hạn và trạng thái dịch vụ.,,,,,,,,,,,,,
Key / Thuật ngữ,Keyword cần nhớ,Nghĩa tiếng Việt,Definition (EN),Định nghĩa (VI),Cơ chế / Giải thích chi tiết,Ví dụ / Công thức,Vai trò / Khi áp dụng,Điểm dễ nhầm / Điều kiện,Dịch vụ liên quan,Domain,Task,Nhóm chủ đề,Phạm vi nguồn,Nguồn tham khảo,Ngày đối chiếu
Security group versus network ACL,stateful / resource • stateless / subnet • allow versus allow-deny,Security group và ACL mạng,"A security group is a stateful, allow-rule network control associated with supported resources and network interfaces. A network ACL is a stateless subnet-level control with ordered allow and deny rules, requiring both request and return traffic to be considered.","Security group là biện pháp kiểm soát mạng stateful bằng các allow rule, gắn với tài nguyên và network interface được hỗ trợ. Network ACL là kiểm soát stateless ở mức subnet, có allow/deny rule theo thứ tự và phải xét cả traffic yêu cầu lẫn chiều phản hồi.",Security group tự nhận diện return traffic của kết nối được cho phép; NACL đánh giá rule theo số thấp trước và cần cho phép return ports phù hợp.,SG chỉ cho ứng dụng gọi port cần thiết; NACL dùng deny cho một dải IP ở ranh giới subnet.,Chọn đúng mức kiểm soát và điều tra timeout khi request hoặc response bị chặn.,Deny 0.0.0.0/0 trong NACL có thể chặn cả nguồn nội bộ nếu không có allow ưu tiên; không mở 8888 đại trà cho managed Studio chỉ vì notebook dùng port đó.,VPC security groups; network ACLs,Domain 4,4.3,Mạng và cô lập,Skill Builder,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
NAT egress versus network firewall inspection,outbound translation • routed inspection • not an allowlist,Phân biệt NAT và kiểm tra lưu lượng bằng firewall,A public NAT gateway lets private-subnet resources initiate outbound connections through a configured public egress path without accepting unsolicited inbound connections. A network firewall inspects traffic routed through its endpoints and enforces security rules; address translation alone does not restrict destinations by domain or content.,Public NAT gateway cho tài nguyên trong private subnet chủ động mở kết nối đi ra qua đường public egress được cấu hình mà không nhận kết nối vào tự phát. Network firewall kiểm tra traffic được route qua endpoint của nó và thực thi quy tắc bảo mật; chỉ dịch địa chỉ không tự giới hạn đích theo domain hoặc nội dung.,NAT cần subnet/routes/IGW phù hợp; Network Firewall cần kiến trúc routing đưa traffic qua điểm kiểm tra.,Cho tải dependency qua egress nhưng chỉ đến đích được duyệt: cần kiểm soát egress/inspection ngoài NAT.,"Đề nói outbound-only, domain filtering, intrusion detection/prevention.",Tạo firewall không tự khiến mọi traffic trong VPC đi qua nó; NAT không phải content filter.,NAT gateway; AWS Network Firewall,Domain 4,4.3,Mạng và cô lập,Skill Builder,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
Encryption at rest versus encryption in transit,stored bytes / KMS • data movement / TLS,Mã hóa khi lưu và khi truyền,"Encryption at rest protects stored data such as training objects, model artifacts, and supported storage volumes. Encryption in transit protects data while it travels between systems, commonly through TLS; both require appropriate configuration and complement rather than replace access control.","Mã hóa khi lưu bảo vệ dữ liệu đã lưu như training objects, model artifacts và volume được hỗ trợ. Mã hóa khi truyền bảo vệ dữ liệu đang di chuyển giữa các hệ thống, thường bằng TLS; cả hai cần cấu hình phù hợp và bổ sung cho phân quyền, không thay thế phân quyền.",Chọn khóa KMS ở đúng tài nguyên hoặc trường cấu hình; dùng HTTPS/TLS trên đường client/service. Xét riêng traffic giữa các training instances.,S3 artifact được SSE-KMS bảo vệ nhưng caller có quyền đọc và decrypt vẫn có thể nhận plaintext.,Yêu cầu bảo mật dữ liệu xuyên suốt lifecycle.,KMS không tự mã hóa mọi kết nối mạng; bật TLS không mã hóa file lưu trên disk.,AWS KMS; S3; SageMaker AI,Domain 4,4.3,Mã hóa và dữ liệu,Skill Builder,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
Customer managed key and key policy,customer control • decrypt authorization • key lifecycle,Khóa KMS do khách hàng quản lý và key policy,"A customer managed KMS key gives the customer control over key policy and supported lifecycle settings used to protect data. Access to encrypted data depends on both access to the data resource and authorization to use the relevant key, allowing encryption permissions to be separated from storage permissions.","Customer managed KMS key cho khách hàng kiểm soát key policy và các thiết lập vòng đời được hỗ trợ dùng để bảo vệ dữ liệu. Truy cập dữ liệu mã hóa phụ thuộc cả quyền trên tài nguyên chứa dữ liệu lẫn quyền sử dụng khóa tương ứng, cho phép tách quyền mã hóa khỏi quyền lưu trữ.","Quản lý ai được encrypt/decrypt, audit key usage, rotation khi áp dụng. Bài học nhắc customer-provided key material/BYOK nhưng cần kiểm tra loại khóa và quy trình import hỗ trợ.",Training role có GetObject nhưng thiếu quyền decrypt khóa của object: job không đọc được plaintext.,Dữ liệu nhạy cảm cần kiểm soát chủ thể sử dụng khóa và vòng đời khóa.,Key rotation không thu hồi quyền của role; xóa/disable khóa có thể khiến dữ liệu không đọc được. AWS managed key khác customer managed key.,AWS KMS; S3; SageMaker AI,Domain 4,4.3,Mã hóa và dữ liệu,Skill Builder,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
Inter-container traffic encryption,distributed training • node-to-node traffic,Mã hóa lưu lượng giữa container training,"Inter-container traffic encryption protects communication between instances participating in a supported distributed SageMaker training job. It addresses internal training traffic separately from encryption of S3 objects, storage volumes, and client-to-service HTTPS connections.","Mã hóa lưu lượng giữa container bảo vệ giao tiếp giữa các instance tham gia training phân tán SageMaker được hỗ trợ. Cơ chế này xử lý traffic nội bộ của job riêng với mã hóa S3 objects, volume lưu trữ và kết nối HTTPS từ client tới dịch vụ.",Kiểm tra tùy chọn EnableInterContainerTrafficEncryption khi cấu hình training phù hợp. Chọn cơ chế theo loại dữ liệu đang truyền.,Các worker trao đổi gradient trên nhiều máy trong workflow phát hiện gian lận.,Đề yêu cầu bảo vệ dữ liệu giữa các nút training.,Chỉ bật S3 SSE-KMS hoặc TLS ở API client không chứng minh kênh giữa worker đã được mã hóa.,SageMaker training; KMS,Domain 4,4.3,Mã hóa và dữ liệu,Skill Builder,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
"Data residency, retention, and secure disposal",location • keep duration • controlled deletion,"Vị trí lưu, thời hạn giữ và hủy dữ liệu","Data governance defines where workload data may be stored or processed, how long copies and logs are retained, and how they are removed when no longer needed. These requirements apply to training inputs, artifacts, predictions, backups, and AI prompts or responses, not just the primary dataset.","Quản trị dữ liệu xác định nơi dữ liệu workload được lưu hoặc xử lý, thời gian giữ bản sao và log, cùng cách loại bỏ khi không còn cần. Yêu cầu áp dụng cho input training, artifacts, predictions, backups và prompt/response AI, không chỉ bộ dữ liệu chính.","Lập inventory các bản sao, chọn Region và cấu hình dịch vụ, retention/lifecycle và quyền xóa theo yêu cầu tổ chức; xét cả log và đường xử lý cross-Region.",Xóa training prefix nhưng còn PII trong invocation logs chưa hoàn thành yêu cầu quản trị dữ liệu.,"Workload có dữ liệu cá nhân, bí mật thương mại hoặc hạn chế vị trí xử lý.",Một Region của bucket không đủ kết luận mọi bước xử lý/bản sao đều ở đó; cần kiểm tra tính năng được bật.,S3; CloudWatch Logs; SageMaker AI; Bedrock,Domain 4,4.3,Mã hóa và dữ liệu,Skill Builder,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
Compliance support versus workload compliance,service assurance • customer configuration • evidence,Hỗ trợ tuân thủ và tuân thủ của toàn workload,"AWS service assurance and compliance capabilities provide controls and evidence that customers can use in a regulated workload. Whether the workload meets its obligations also depends on customer configuration, data handling, contracts, operational procedures, and the requirements that apply to that use case.","Khả năng bảo đảm và hỗ trợ tuân thủ của dịch vụ AWS cung cấp kiểm soát và bằng chứng để khách hàng sử dụng trong workload có yêu cầu quản lý. Việc workload đáp ứng nghĩa vụ còn phụ thuộc cấu hình, xử lý dữ liệu, thỏa thuận, quy trình vận hành và yêu cầu áp dụng cho tình huống đó.","Dùng encryption, access policies, audit history và configuration evidence để chứng minh kiểm soát; đối chiếu chương trình/dịch vụ và điều kiện hiện hành khi triển khai.",Chọn dịch vụ phù hợp cho dữ liệu nhạy cảm rồi vẫn phải cấu hình quyền và audit của chính ứng dụng.,Hiểu ranh giới shared responsibility khi bài học đề cập GDPR hoặc HIPAA.,"Không suy ra 'dùng SageMaker là toàn bộ ứng dụng tự compliant'; đây là kiến thức kiến trúc, không kết luận pháp lý cho một hệ thống cụ thể.",AWS Config; CloudTrail; KMS,Domain 4,4.3,Quản trị và bằng chứng,Skill Builder,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
CloudTrail management events versus data events,resource administration • object-level activity • explicit logging,Sự kiện quản lý và sự kiện dữ liệu,"CloudTrail management events record supported control-plane operations such as creating or changing AWS resources. Data events record supported activity on or within resources, such as S3 object access, and must be selected and configured where required to provide the detailed audit evidence a workload needs.","Management events của CloudTrail ghi các thao tác control plane được hỗ trợ như tạo hoặc thay đổi tài nguyên AWS. Data events ghi hoạt động được hỗ trợ trên hoặc bên trong tài nguyên, như truy cập S3 object, và phải được chọn/cấu hình khi cần để có bằng chứng audit chi tiết.","Management: ai thay cấu hình resource, khi nào, từ đâu. Data: object nào được truy cập qua API được log. Xác định đúng loại resource/event selectors và retention trước sự cố.",Nghi ai sửa endpoint → management events; nghi đọc training objects trái phép → S3 data events đã bật.,Chọn nguồn bằng chứng cho thay đổi trái phép hoặc rò rỉ dữ liệu.,Event history mặc định không thay thế mọi data event; bật log hôm nay không tạo lại lịch sử chưa được ghi. Không khẳng định CloudTrail ghi mọi payload inference.,AWS CloudTrail; S3; SageMaker AI,Domain 4,4.3,Giám sát và audit,Skill Builder,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
Configuration compliance versus operational telemetry,AWS Config / configuration • CloudWatch / metrics and logs,Đánh giá cấu hình và telemetry vận hành,Configuration monitoring records how supported resource settings change and evaluates those settings against defined rules. Operational monitoring measures runtime behavior through metrics and logs; combining both reveals whether a resource is misconfigured and how that condition affects the running ML workload.,Giám sát cấu hình ghi lại thay đổi thiết lập của tài nguyên được hỗ trợ và đánh giá chúng theo rule xác định. Giám sát vận hành đo hành vi runtime bằng metric và log; kết hợp hai góc nhìn giúp biết tài nguyên có cấu hình sai hay không và ảnh hưởng tới workload ML đang chạy.,"Config cho history/rules; CloudWatch cho CPU, error, log, alarm; CloudTrail cho API actor/time. Đây là ba loại bằng chứng bổ sung nhau.",Rule phát hiện storage thiếu cấu hình mã hóa; CloudTrail truy ra caller đã thay đổi; CloudWatch theo dõi lỗi truy cập sau đó.,"Bài toán drift cấu hình, compliance evidence và điều tra tác động.","Config không tự hỗ trợ mọi loại resource/rule, không tự sửa mọi vi phạm; CloudWatch không thay IAM audit history.",AWS Config; CloudWatch; CloudTrail,Domain 4,4.3,Giám sát và audit,Skill Builder,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
VPC Flow Logs,network metadata • ACCEPT / REJECT • not packet content,Nhật ký luồng mạng VPC,"VPC Flow Logs capture supported metadata about IP traffic to and from network interfaces in a VPC. They help investigate network paths and accepted or rejected flows, while omitting application payloads and requiring correlation with identity and application logs to explain user activity.","VPC Flow Logs thu thập metadata được hỗ trợ về traffic IP đi tới và đi từ network interface trong VPC. Log giúp điều tra đường mạng và luồng được chấp nhận hoặc từ chối, nhưng không chứa payload ứng dụng và cần kết hợp log danh tính/ứng dụng để giải thích hoạt động của người dùng.","Xem source/destination,port,protocol,action theo format đã cấu hình; có thể gửi đến CloudWatch Logs hoặc S3. Dữ liệu là log luồng, không phải full packet capture.",Phát hiện kết nối lặp tới đích không mong muốn hoặc request bị network rule chặn.,"Triệu chứng probing, connectivity failure, egress bất thường.",Flow ACCEPT không chứng minh IAM cho phép API; REJECT không tự chỉ chính xác rule nào sai; không dùng flow logs để đọc prompt plaintext.,Amazon VPC; CloudWatch Logs; S3,Domain 4,4.3,Giám sát và audit,Skill Builder,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
Security audit correlation,who • what • when • where • configuration,Tương quan bằng chứng audit bảo mật,"Security audit correlation combines identity permissions, API events, network-flow metadata, configuration history, and encryption settings to reconstruct suspicious activity. No single source proves every aspect of an incident, so timestamps, resource identifiers, and relevant principals must be compared across sources.","Tương quan audit bảo mật kết hợp quyền danh tính, API events, metadata luồng mạng, lịch sử cấu hình và thiết lập mã hóa để dựng lại hoạt động đáng ngờ. Không nguồn nào chứng minh mọi khía cạnh sự cố, nên cần đối chiếu thời gian, định danh tài nguyên và principal liên quan giữa các nguồn.",Lưu evidence an toàn → xác định window/resource → tìm CloudTrail event → kiểm tra role/policy và network/config → containment đúng nguyên nhân → theo dõi tái diễn.,"Thay đổi endpoint lạ: tìm caller rồi kiểm tra session/role, permission change và các hành động gần thời điểm đó.","Điều tra thay đổi trái phép, dữ liệu có nguy cơ lộ hoặc quyền quá rộng.",Đừng chỉ nhìn CPU; không xóa log để 'khắc phục'; encryption bật không loại trừ truy cập hợp lệ bị lạm dụng.,CloudTrail; IAM; VPC Flow Logs; Config; KMS,Domain 4,4.3,Giám sát và audit,Skill Builder,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
Pre-commit security checks and secret detection,shift left • prevent secret commits • fast feedback,Kiểm tra bảo mật trước commit,"Pre-commit security checks inspect proposed changes before they enter the shared repository, looking for issues such as embedded credentials and obvious code problems. They provide early feedback but must be backed by centralized pipeline checks because local hooks can be missing or bypassed.","Kiểm tra bảo mật trước commit xem xét thay đổi trước khi vào repository dùng chung, tìm các vấn đề như credentials nhúng trong code và lỗi rõ ràng. Chúng phản hồi sớm nhưng cần được bổ sung bằng kiểm tra tập trung trong pipeline vì local hook có thể thiếu hoặc bị bỏ qua.","Secret scanning/IDE lint/hooks ở bước sớm; credentials thật đã lộ cần thu hồi/rotate, không chỉ xóa dòng khỏi commit mới.",Phát hiện API key trong notebook trước khi push lên repository.,CI/CD cần giảm khả năng bí mật hoặc code lỗi lan vào build.,Secrets Manager không tự tìm mọi secret đã commit; một pre-commit hook không bảo đảm toàn lịch sử Git sạch.,Git hooks; Secrets Manager; CI/CD tools,Domain 4,4.3,Bảo mật CI/CD,Skill Builder,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
Static application security testing (SAST),source analysis • no running application,Kiểm thử bảo mật ứng dụng tĩnh,"SAST examines application source code or related static representations for security weaknesses without requiring the application to run. It can identify insecure coding patterns early in development, but its findings require triage and do not replace runtime testing or dependency vulnerability analysis.","SAST kiểm tra source code hoặc biểu diễn tĩnh liên quan để tìm điểm yếu bảo mật mà không cần chạy ứng dụng. Nó có thể phát hiện mẫu code không an toàn sớm trong phát triển, nhưng cần phân loại kết quả và không thay thế kiểm thử runtime hoặc phân tích lỗ hổng dependency.","Theo bài học, thực hiện ở commit/review; CodeGuru Reviewer là ví dụ lịch sử. Cần kiểm tra trạng thái công cụ trước khi triển khai mới.",Phát hiện cách xử lý input hoặc dữ liệu nhạy cảm không an toàn qua code review tự động.,Câu hỏi scan source trước khi deploy.,"SAST ≠ DAST (ứng dụng chạy), ≠ SCA (thành phần phụ thuộc). CodeGuru Reviewer không nhận repository association mới từ 07/11/2025.",CodeGuru Reviewer; pipeline scanners,Domain 4,4.3,Bảo mật CI/CD,Skill Builder,"https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR
https://docs.aws.amazon.com/codeguru/latest/reviewer-ug/codeguru-reviewer-availability-change.html",16/09/2026
Software composition analysis (SCA),dependencies • known vulnerabilities • licenses,Phân tích thành phần phần mềm,"SCA inventories third-party software components and checks their versions against known vulnerabilities and, where supported, licensing rules. It helps expose risks inherited through dependencies even when the team's own application code has not changed.",SCA lập danh mục thành phần phần mềm bên thứ ba và kiểm tra phiên bản theo các lỗ hổng đã biết cùng quy tắc giấy phép nếu công cụ hỗ trợ. Nó giúp phát hiện rủi ro kế thừa từ dependency ngay cả khi code ứng dụng của nhóm không thay đổi.,"Scan lockfiles/packages/build dependencies; có thể kết hợp container scan. IaC misconfiguration scanning là kiểm tra bổ sung, không đồng nghĩa mọi công cụ SCA đều scan IaC.",Model server dùng thư viện có CVE mới dù source business logic không thay đổi.,Build stage cần kiểm soát supply chain và dependency.,SCA không chứng minh logic ứng dụng an toàn và không phát hiện mọi lỗ hổng zero-day.,Amazon Inspector; dependency scanners,Domain 4,4.3,Bảo mật CI/CD,Skill Builder,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
DAST versus IAST,running app / external tests • runtime instrumentation,Kiểm thử động và kiểm thử tương tác,"DAST probes a running application through its exposed interfaces to find exploitable behavior. IAST observes an instrumented application while tests exercise it, combining runtime context with internal code visibility to help locate weaknesses; both complement static checks.","DAST kiểm tra một ứng dụng đang chạy thông qua các giao diện của nó để tìm hành vi có thể bị khai thác. IAST quan sát ứng dụng được gắn công cụ đo khi các bài kiểm thử chạy, kết hợp ngữ cảnh runtime với thông tin bên trong code để định vị điểm yếu; cả hai bổ sung cho kiểm tra tĩnh.","Triển khai test environment trước, chạy test traffic, thu findings và gate release theo tiêu chí. CodeBuild có thể chạy công cụ kiểm tra nhưng không tự là mọi loại security scanner.",API inference có lỗi chỉ xuất hiện khi xác thực và xử lý request thật → dynamic/instrumented tests.,Giai đoạn test trong secure CI/CD.,DAST không đơn thuần đọc source; IAST cần instrumentation thích hợp. Không chạy pentest tùy ý trên môi trường chưa được phép.,CodeBuild; application security testing tools,Domain 4,4.3,Bảo mật CI/CD,Skill Builder,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
Container vulnerability scanning and release gates,image layers • dependency CVEs • fail or approve,Quét lỗ hổng container và cổng kiểm soát phát hành,"Container vulnerability scanning analyzes supported image contents for known vulnerable operating-system and software packages. A release gate uses the findings and an organization's risk criteria to decide whether an image may proceed, and ongoing scans are needed because new vulnerabilities can be discovered after deployment.",Quét lỗ hổng container phân tích nội dung image được hỗ trợ để tìm package hệ điều hành và phần mềm có lỗ hổng đã biết. Release gate dùng findings và tiêu chí rủi ro của tổ chức để quyết định image có được đi tiếp không; cần quét tiếp vì lỗ hổng mới có thể được công bố sau khi deploy.,ECR lưu image; enhanced scanning tích hợp Inspector. Pipeline phải chủ động đọc kết quả và block/approve theo policy; gắn kết quả với image digest.,"Một base image lỗi được dùng cho 20 model: rebuild bản vá, scan lại và redeploy các workload chịu ảnh hưởng.",Bảo vệ supply chain và tránh lặp lỗi ở mọi model release.,Push ECR không tự bảo đảm có gate chặn deploy; scan sạch không chứng minh không có lỗ hổng chưa biết.,ECR; Amazon Inspector; CodePipeline; CodeBuild,Domain 4,4.3,Bảo mật CI/CD,Skill Builder,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
Penetration testing and red / blue / purple teams,authorized attack simulation • defend • collaborate,"Pentest và các đội red, blue, purple","Penetration testing uses authorized attack techniques to evaluate exploitable weaknesses in a defined scope. Red teams simulate adversaries, blue teams defend and respond, and purple-team collaboration shares findings so detection and response improve together.","Pentest dùng kỹ thuật tấn công đã được cho phép để đánh giá điểm yếu có thể khai thác trong phạm vi xác định. Red team mô phỏng đối thủ, blue team phòng thủ và ứng phó, còn hoạt động purple team phối hợp chia sẻ phát hiện để cải thiện đồng thời khả năng phát hiện và phản ứng.","Bài học đặt pentest trước phát hành và exercises trong vận hành; cần scope, quy tắc thực hiện, logging và phương án khôi phục.",Thử kịch bản credential bị lộ trong môi trường được duyệt để đánh giá phát hiện và containment.,Xác minh biện pháp bảo mật hoạt động thực tế thay vì chỉ có checklist cấu hình.,"Không đồng nhất pentest với chỉ quét CVE; color teams là vai trò/phương pháp, không phải dịch vụ AWS tự bật.",Security testing tools; CloudTrail; CloudWatch,Domain 4,4.3,Bảo mật CI/CD,Skill Builder,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
Securing the CI/CD control plane,pipeline roles • secrets • IaC • audit trail,Bảo vệ chính hạ tầng CI/CD,"Securing a CI/CD control plane means protecting the identities, secrets, build infrastructure, configuration, and approval paths that can change a workload. Because a compromised pipeline can distribute malicious code or models at scale, its own access and changes require strong controls and auditability.","Bảo vệ control plane CI/CD là bảo vệ danh tính, secrets, hạ tầng build, cấu hình và đường phê duyệt có thể thay đổi workload. Pipeline bị chiếm quyền có thể phát tán code hoặc model độc hại trên diện rộng, nên bản thân quyền truy cập và thay đổi của pipeline phải được kiểm soát, audit chặt chẽ.","Dùng role tối thiểu theo stage, Secrets Manager, IaC có review, CloudTrail cho hành động và Config cho cấu hình được hỗ trợ. Không cho build role quyền quản trị không cần thiết.",Scan code rất tốt nhưng ai cũng sửa được gate trong pipeline: bảo mật chuỗi phát hành vẫn yếu.,"Yêu cầu bảo vệ automation, artifact và deploy permission.","Chỉ scan sản phẩm đầu ra mà bỏ qua repository, pipeline role, secret và approval path là chưa đủ.",CodePipeline; CodeBuild; CloudFormation; Secrets Manager; IAM,Domain 4,4.3,Bảo mật CI/CD,Skill Builder,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
Direct versus indirect prompt injection,user prompt • retrieved content • instruction override,Prompt injection trực tiếp và gián tiếp,"Prompt injection attempts to make a generative AI application follow untrusted instructions that conflict with its intended rules. Direct injection appears in user input, while indirect injection is embedded in material the application retrieves or consumes, such as documents, web pages, or tool output.","Prompt injection cố khiến ứng dụng AI tạo sinh làm theo chỉ dẫn không đáng tin cậy trái với quy tắc dự định. Injection trực tiếp nằm trong input người dùng; injection gián tiếp ẩn trong nội dung ứng dụng truy xuất hoặc sử dụng, như tài liệu, trang web hay output của công cụ.","Xem tài liệu/tool output là dữ liệu cần xử lý, không phải quyền điều khiển ứng dụng. Kết hợp input checks, prompt hardening, quyền tối thiểu và output checks.",Tài liệu RAG chứa yêu cầu bỏ qua quy tắc và tiết lộ tài liệu khác là indirect injection.,Câu hỏi nguồn attack và lớp kiểm soát phù hợp.,System prompt dài hơn không bảo đảm chống injection; bộ lọc input người dùng không bao phủ mọi nội dung truy xuất.,Amazon Bedrock; Guardrails; Knowledge Bases,Domain 4,4.3,Bảo mật GenAI,Skill Builder,"https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR
https://docs.aws.amazon.com/bedrock/latest/userguide/guardrails-prompt-attack.html",16/09/2026
Prompt hardening and untrusted-input boundaries,trusted instructions • separate data • validate output,Củng cố prompt và ranh giới input không tin cậy,"Prompt hardening clearly separates trusted application instructions from untrusted user or retrieved content and constrains the intended task. It reduces opportunities for instruction confusion, but sensitive actions still require application-side authorization and validation because model behavior is probabilistic.","Củng cố prompt tách rõ chỉ dẫn ứng dụng đáng tin cậy khỏi nội dung người dùng hoặc tài liệu truy xuất không tin cậy, đồng thời giới hạn nhiệm vụ dự định. Cách này giảm nhầm lẫn chỉ dẫn, nhưng hành động nhạy cảm vẫn cần phân quyền và kiểm tra ở ứng dụng vì hành vi model có tính xác suất.","Validate định dạng/độ dài, đánh dấu phần dữ liệu, từ chối vượt phạm vi, kiểm tra response và tool action bằng code đáng tin cậy. Sanitization phải phù hợp loại input.",Chatbot chỉ trả thông tin từ nguồn được phép; backend không thực thi tool chỉ vì model yêu cầu.,Ứng dụng GenAI nhận input tùy ý hoặc sử dụng công cụ.,Không dùng model làm cơ chế quyết định quyền truy cập duy nhất; regex hoặc prompt không phát hiện mọi biến thể attack.,Bedrock; Guardrails; IAM,Domain 4,4.3,Bảo mật GenAI,Skill Builder,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
RAG authorization and least-privilege retrieval,authorize BEFORE retrieval • user entitlement • context boundary,Phân quyền truy xuất trong RAG,"RAG authorization ensures that retrieved documents and chunks are permitted for the current user before they enter the model context. The application's retrieval identity and per-user access checks must be scoped appropriately, because a model can disclose sensitive content that it was allowed to receive even if the answer is factually grounded.","Phân quyền RAG bảo đảm tài liệu và chunk truy xuất được phép đối với người dùng hiện tại trước khi đưa vào context của model. Danh tính truy xuất của ứng dụng và kiểm tra quyền từng người dùng phải có phạm vi phù hợp, vì model có thể tiết lộ nội dung nhạy cảm đã được đưa vào dù câu trả lời có căn cứ đúng.",Tách quyền service role đọc nguồn/vector store khỏi quyền user đối với từng tài liệu. Áp metadata/access filter phía server dựa trên identity đã xác thực.,"Chatbot khách hàng chỉ được lấy tài liệu public, không lấy internal/confidential rồi hy vọng model không nói ra.","RAG có nhiều nhóm quyền, tenant hoặc tài liệu mật.",Guardrails không thay document ACL; grounding đúng không có nghĩa user được phép xem nguồn.,Knowledge Bases; IAM; Guardrails,Domain 4,4.3,Bảo mật GenAI,Skill Builder,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
Security metadata filters in retrieval,public / internal / confidential • server-enforced filter,Lọc metadata phục vụ phân quyền tài liệu,Security metadata filters restrict retrieval candidates using trusted attributes such as document classification or tenant membership. They become a security control only when the application derives and enforces the filter from verified permissions rather than allowing an untrusted prompt or client to remove it.,"Lọc metadata bảo mật giới hạn tài liệu ứng viên bằng thuộc tính đáng tin cậy như mức phân loại hoặc tenant. Bộ lọc chỉ trở thành kiểm soát bảo mật khi ứng dụng tạo và bắt buộc áp dụng từ quyền đã xác minh, thay vì cho prompt hoặc client không tin cậy bỏ bộ lọc.",Gán metadata tại ingestion theo quy trình kiểm soát; kiểm tra tài liệu thiếu/sai nhãn; server tạo filter cho query. Kiểm thử negative cases bằng tài khoản khác quyền.,Filter access_level = public cho chatbot công khai; người dùng không tự gửi filter=confidential để nâng quyền.,Walkthrough tài chính và hệ thống RAG phân tách người dùng.,Metadata filter không tự đồng bộ mọi ACL nguồn; service role có quyền đọc toàn KB không tự biết quyền từng user.,Amazon Bedrock Knowledge Bases; IAM,Domain 4,4.3,Bảo mật GenAI,Skill Builder,https://skillbuilder.aws/learn/GVQ1SN594N/aws-ml-engineer-associate--secure-ml-and-ai-workloads/54MTEPSKTR,16/09/2026
