MLA-C01 • DOMAIN 2,THUẬT NGỮ & KEYWORD,Choose • Train • Customize • Evaluate,,,,,,,,,,,,,
164 mục • 16 cột,Định nghĩa EN/VI + chi tiết,Task 2.1–2.3 • Mới: 2.3,,,,,,,,,,,,,
Keyword cần nhớ: cột B,Lợi ích / ví dụ / điều kiện,Analyze / Evaluate: +42 mục • mở rộng 13,,,,,,,,,,,,,
Đối chiếu: 15/09/2026,Nguồn: O • Có ghi phạm vi,Đã tổng hợp bốn module D2 theo nguồn đã mở.,,,,,,,,,,,,,
Key / Thuật ngữ,Keyword cần nhớ,Nghĩa tiếng Việt,Definition (EN),Định nghĩa (VI),Cơ chế / Giải thích chi tiết,Ví dụ / Công thức,Vai trò / Khi áp dụng,Điểm dễ nhầm / Điều kiện,Dịch vụ liên quan,Domain,Task,Nhóm chủ đề,Phạm vi nguồn,Nguồn tham khảo,Ngày đối chiếu
Performance baseline,"• REFERENCE POINT
• SIMPLE MODEL
• SAME EVALUATION SET",Mốc hiệu suất ban đầu,A performance baseline is a measured reference used to assess later models or system changes.,Kết quả tham chiếu được đo trong điều kiện xác định để biết model hoặc thay đổi mới có cải thiện thực sự hay không.,"Chọn metric theo mục tiêu nghiệp vụ; xây model đơn giản hoặc quy tắc tham chiếu; đo trên dữ liệu đại diện với split hợp lệ. Lưu cả score, dataset/split, preprocessing và cấu hình. Baseline hiệu suất khác baseline thống kê đầu vào dùng phát hiện drift.","Fraud chỉ 0,5%: baseline luôn đoán hợp lệ đạt accuracy 99,5% nhưng recall fraud=0. Model mới phải cải thiện metric có ý nghĩa với fraud.",Khởi đầu so sánh candidate; xác định acceptance target; tạo điểm tham chiếu để theo dõi chất lượng sau này.,Baseline không nhất thiết là model phức tạp nhất hay một ngưỡng ngành cố định. Đổi tập dữ liệu hoặc prevalence có thể làm score không còn so sánh trực tiếp được.,SageMaker AI; MLflow; Bedrock Evaluations,Domain 2,2.3,Evaluation design,Skill Builder,https://skillbuilder.aws/learn/Q6PN4F1E2G/aws-ml-engineer-associate--analyze-and-evaluate-performance/CHBEW6A7NZ,15/09/2026
Data drift,"• INPUT DISTRIBUTION
• P(X) CHANGE
• BASELINE STATISTICS",Thay đổi phân phối dữ liệu đầu vào,Data drift is a change in the distribution of model inputs relative to a reference distribution.,Phân phối của các feature đầu vào thay đổi so với dữ liệu tham chiếu.,"So thống kê dữ liệu production với baseline theo cửa sổ thời gian: phân bố, missing values, loại/miền giá trị. Drift có thể đến từ thay đổi hành vi khách hàng, mùa vụ hoặc lỗi upstream. Điều tra nguồn và mức tác động trước khi quyết định sửa.",Tỷ lệ giao dịch bằng thiết bị mới tăng mạnh dù logic fraud chưa chắc thay đổi.,Giải thích vì sao baseline cần được lưu; phát hiện dữ liệu hiện tại khác dữ liệu model từng học.,P(X) đổi chưa chứng minh P(y|X) đổi hoặc accuracy giảm. Cần kiểm tra chất lượng dự đoán/ground truth nếu có. Phân tích baseline ở D2; vận hành monitoring dài hạn liên quan D4.,Model Monitor; CloudWatch; custom data analysis,Domain 2,2.3,Baselines and drift,Skill Builder,https://skillbuilder.aws/learn/Q6PN4F1E2G/aws-ml-engineer-associate--analyze-and-evaluate-performance/CHBEW6A7NZ,15/09/2026
Concept drift,"• INPUT–TARGET RELATIONSHIP
• P(y|X) CHANGE
• NEW PATTERNS",Thay đổi quan hệ giữa feature và target,Concept drift is a change in the relationship between inputs and the target over time.,Cùng dạng dữ liệu đầu vào nhưng quy luật liên hệ với kết quả thật đã thay đổi theo thời gian.,Model học quy luật cũ nên dự đoán có thể kém khi hành vi mục tiêu đổi. Phân tích metric theo thời gian và nhóm dữ liệu; cần labels/outcomes hoặc bằng chứng phù hợp để kiểm định. Có thể cần dữ liệu gần đây và retraining sau khi xác định nguyên nhân.,"Mẫu giao dịch trước đây thường hợp lệ nay trở thành kỹ thuật gian lận phổ biến, dù phân bố một số feature tổng thể gần như cũ.",Phân biệt lỗi do môi trường/quan hệ mục tiêu thay đổi với lỗi data pipeline đơn thuần.,"Không suy ra concept drift chỉ từ histogram đầu vào hoặc alarm data drift. Model quality giảm cũng có thể do label delay, lỗi xử lý hay sampling; retrain không phải phản xạ tự động.",Model quality evaluation; Model Monitor; MLflow,Domain 2,2.3,Baselines and drift,Skill Builder,https://skillbuilder.aws/learn/Q6PN4F1E2G/aws-ml-engineer-associate--analyze-and-evaluate-performance/CHBEW6A7NZ,15/09/2026
"Confusion matrix / TP, TN, FP, FN","• ACTUAL VS PREDICTED
• POSITIVE CLASS
• ERROR TYPES",Ma trận nhầm lẫn và bốn loại kết quả,A confusion matrix counts predictions by actual class and predicted class.,"Bảng đếm đối chiếu nhãn thật với nhãn dự đoán, từ đó tính metric và phân biệt chi phí từng loại lỗi.",Chọn rõ positive class trước. TP: thực tế dương và đoán dương; TN: thực tế âm và đoán âm; FP: thực tế âm nhưng đoán dương; FN: thực tế dương nhưng đoán âm. Đọc tên trục vì hàng/cột có thể đảo giữa tài liệu.,"Hình bài: TP=30, FN=3, FP=5, TN=23; tổng=61. Với positive=fraud, FP là giao dịch hợp lệ bị báo fraud; FN là fraud bị bỏ sót.","Nền tảng đọc accuracy, precision, recall, F1, specificity và chi phí sai sót.",Không suy TP/FP theo vị trí hình mà bỏ qua tên trục. Trong multiclass thường xét từng class theo one-vs-rest; một số metric còn cần chọn cách averaging.,SageMaker evaluation code; MLflow,Domain 2,2.3,Classification metrics,Skill Builder,https://skillbuilder.aws/learn/Q6PN4F1E2G/aws-ml-engineer-associate--analyze-and-evaluate-performance/CHBEW6A7NZ,15/09/2026
Accuracy,"• ALL CORRECT / ALL SAMPLES
• MAJORITY-CLASS TRAP",Tỷ lệ dự đoán đúng toàn bộ,Accuracy is the fraction of evaluated examples whose predicted labels are correct.,Tỷ lệ tổng số mẫu được dự đoán đúng trên tất cả mẫu đánh giá.,"Với nhị phân, cộng TP và TN rồi chia tổng. Dễ giải thích nhưng có thể bị class phổ biến chi phối; cần đọc cùng confusion matrix và metric cho lớp quan trọng.","Accuracy=(TP+TN)/(TP+TN+FP+FN). Với 30,23,5,3 → 53/61≈86,89%. Fraud 0,5%: luôn đoán hợp lệ vẫn 99,5%.",Phân loại khi mức cân bằng lớp và chi phí lỗi làm tỷ lệ đúng tổng thể có ý nghĩa; báo cáo bổ trợ trong các bài mất cân bằng.,Accuracy cao không nói bắt được fraud tốt. Không dùng riêng để xếp model khi chi phí FN/FP khác lớn; không có nghĩa mọi phân khúc đều tốt.,Evaluation harness; SageMaker AI,Domain 2,2.3,Classification metrics,Skill Builder,https://skillbuilder.aws/learn/Q6PN4F1E2G/aws-ml-engineer-associate--analyze-and-evaluate-performance/CHBEW6A7NZ,15/09/2026
Precision (classification),"• PREDICTED POSITIVES
• MINIMIZE FALSE POSITIVES
• TP/(TP+FP)",Độ chính xác trong các dự đoán dương tính,Precision measures how many predicted positives are truly positive.,"Trong số mẫu bị model đánh dấu dương tính, bao nhiêu mẫu thực sự dương tính.",Precision tập trung độ tin cậy của cảnh báo dương. FP tăng làm precision giảm; xét cùng recall khi thay threshold vì giảm báo động có thể bỏ sót thêm positives.,"P=TP/(TP+FP)=30/(30+5)≈85,71%. Nếu positive=spam, precision cao giúp giảm email hợp lệ bị chặn nhầm.","Ưu tiên khi false positives tốn kém: cảnh báo giả, chặn nhầm người dùng hoặc giới hạn năng lực review.","Mẫu số là predicted positives, không phải actual positives. Không có dự đoán dương → mẫu số 0, phải ghi cách thư viện xử lý. Precision cao có thể đi kèm recall thấp.",SageMaker AI; evaluation metrics,Domain 2,2.3,Classification metrics,Skill Builder,https://skillbuilder.aws/learn/Q6PN4F1E2G/aws-ml-engineer-associate--analyze-and-evaluate-performance/CHBEW6A7NZ,15/09/2026
Recall / Sensitivity / True positive rate,"• ACTUAL POSITIVES
• MINIMIZE FALSE NEGATIVES
• TP/(TP+FN)",Độ bao phủ lớp dương / độ nhạy,Recall is the fraction of actual positives that the model identifies as positive.,"Trong số mẫu thật sự dương tính, model tìm được bao nhiêu.",Đánh giá khả năng không bỏ sót mục tiêu; FN tăng làm recall giảm. Đọc chi phí cảnh báo giả cùng năng lực review để chọn operating threshold phù hợp.,"Recall=TP/(TP+FN)=30/33≈90,91%. Trong fraud, ưu tiên recall khi bỏ sót giao dịch gian lận gây tổn thất lớn.",Bài toán phát hiện fraud/defect hoặc tìm các trường hợp quan trọng mà bỏ sót rất tốn kém.,Gọi tất cả là positive có thể đạt recall=1 nhưng precision thấp. Recall không đo tỷ lệ đúng trong cảnh báo; actual positives bằng 0 cần quy ước metric rõ.,SageMaker AI; evaluation metrics,Domain 2,2.3,Classification metrics,Skill Builder,https://skillbuilder.aws/learn/Q6PN4F1E2G/aws-ml-engineer-associate--analyze-and-evaluate-performance/CHBEW6A7NZ,15/09/2026
F1 score,"• HARMONIC MEAN
• PRECISION + RECALL
• NO TRUE NEGATIVES",Điểm F1 cân bằng precision và recall,F1 is the harmonic mean of precision and recall.,"Trung bình điều hòa của precision và recall, giảm mạnh khi một trong hai thấp.","F1 đòi hỏi cả khả năng bắt positives lẫn độ đúng của cảnh báo. Khác trung bình cộng; TP, FP, FN quyết định F1 nhị phân và TN không xuất hiện trong công thức.","F1=2PR/(P+R)=2TP/(2TP+FP+FN). Ví dụ ma trận:60/68≈88,24%. P=.85, R=.79 → F1≈.819≈.82.","So classifier khi cần cân bằng precision và recall cho lớp quan trọng, đặc biệt dữ liệu lệch lớp.",F1 không mô hình hóa trực tiếp chi phí tiền của FP/FN. Multiclass phải nêu macro/micro/weighted; weighted F1 có thể che lớp hiếm. Không đồng nhất F1 với accuracy.,MLflow; SageMaker evaluation,Domain 2,2.3,Classification metrics,Skill Builder,https://skillbuilder.aws/learn/Q6PN4F1E2G/aws-ml-engineer-associate--analyze-and-evaluate-performance/CHBEW6A7NZ,15/09/2026
Specificity and false positive rate (FPR),"• ACTUAL NEGATIVES
• FPR = 1 − SPECIFICITY
• ROC X-AXIS",Độ đặc hiệu và tỷ lệ dương tính giả,Specificity measures correctly rejected negatives; FPR measures negatives incorrectly predicted as positive.,Specificity là tỷ lệ âm tính thật được đoán âm; FPR là tỷ lệ âm tính thật bị đoán dương.,"Hai tỷ lệ chia cùng mẫu số actual negatives=TN+FP và cộng thành 1. FPR là trục ngang của ROC, còn recall/TPR là trục dọc.","Specificity=TN/(TN+FP)=23/28≈82,14%; FPR=5/28≈17,86%.",Đọc đường ROC và mức cảnh báo giả trên nhóm thực tế không có sự kiện.,FPR khác 1−precision vì mẫu số khác nhau. Rất nhiều negatives có thể làm FPR nhỏ dù số FP tuyệt đối và gánh nặng review vẫn lớn.,SageMaker evaluation code,Domain 2,2.3,Classification metrics,Skill Builder,https://skillbuilder.aws/learn/Q6PN4F1E2G/aws-ml-engineer-associate--analyze-and-evaluate-performance/CHBEW6A7NZ,15/09/2026
ROC curve and ROC-AUC,"• TPR VS FPR
• THRESHOLD SWEEP
• RANKING QUALITY",Đường ROC và diện tích dưới ROC,A ROC curve plots true positive rate against false positive rate across score thresholds; ROC-AUC summarizes this curve.,ROC biểu diễn TPR theo FPR khi thay ngưỡng; ROC-AUC tóm tắt khả năng xếp hạng phân biệt hai lớp.,"Tính từ prediction scores, quét các threshold thay vì chỉ một bộ nhãn cứng. Góc trên trái mong muốn: TPR cao, FPR thấp. AUC=1 là xếp hạng hoàn hảo; 0,5 tương đương xếp hạng ngẫu nhiên về kỳ vọng.",Bài minh họa AUC .893 tốt hơn .687 về ranking trên cùng dữ liệu; .5 là đường chéo. AUC .96 không có nghĩa 96% predictions đều đúng.,So chất lượng ranking giữa candidate và xem tradeoff sensitivity/specificity trước khi chốt threshold.,"AUC không tự chọn threshold, không chứng minh xác suất được calibration tốt và không thay thế precision/recall ở điểm vận hành. Với lớp dương rất hiếm, đọc thêm PR curve.",MLflow; SageMaker evaluation,Domain 2,2.3,Classification metrics,Skill Builder,https://skillbuilder.aws/learn/Q6PN4F1E2G/aws-ml-engineer-associate--analyze-and-evaluate-performance/CHBEW6A7NZ,15/09/2026
Precision–recall curve / PR-AUC,"• RARE POSITIVE CLASS
• PRECISION VS RECALL
• THRESHOLD TRADEOFF",Đường precision–recall và diện tích dưới đường,A precision–recall curve shows precision and recall across decision thresholds.,Đường biểu diễn độ đúng cảnh báo theo độ bao phủ lớp dương khi thay ngưỡng.,Hữu ích khi negatives áp đảo vì tập trung vào lớp positive và chất lượng các dự đoán positive. PR-AUC tóm tắt đường theo cách tích phân đã chọn; cần giữ dataset/prevalence nhất quán khi so.,"Walkthrough fraud 0,5%: gradient boosting có PR-AUC .88 trong ví dụ bài. So với recall, precision và ROC-AUC để hiểu cả ranking lẫn operating point.",Đánh giá tìm fraud/rare events; giải thích vì sao accuracy hoặc ROC-AUC đơn độc chưa đủ.,PR-AUC không tự bằng F1. PR-AUC tính hình thang và Average Precision có thể khác số; phải ghi implementation. Thay prevalence có thể đổi precision và PR summary.,MLflow; evaluation harness,Domain 2,2.3,Classification metrics,Skill Builder,"https://skillbuilder.aws/learn/Q6PN4F1E2G/aws-ml-engineer-associate--analyze-and-evaluate-performance/CHBEW6A7NZ
https://scikit-learn.org/stable/modules/generated/sklearn.metrics.average_precision_score.html",15/09/2026
Average precision (AP),"• RECALL-WEIGHTED PRECISION
• NOT TRAPEZOIDAL PR-AUC",Trung bình precision có trọng số theo mức tăng recall,Average precision summarizes precision values weighted by increases in recall.,Tóm tắt đường precision–recall bằng tổng precision nhân phần recall tăng thêm.,Dạng thường dùng trong scikit-learn: AP=Σ(Rₙ−Rₙ₋₁)Pₙ. Cách này không nội suy tuyến tính giữa điểm như diện tích hình thang; vì thế hai tên AP và PR-AUC không nên coi đồng nghĩa tuyệt đối.,"Hai báo cáo ghi “PR-AUC” nhưng một dùng average_precision_score, một dùng auc(recall,precision) có thể cho kết quả khác trên cùng scores.",Chuẩn hóa báo cáo và tái lập so sánh model ở bài mất cân bằng.,Walkthrough nói PR-AUC/average precision khá gộp; Sheet phân biệt công thức để tránh ghi nhớ sai. Khác biệt này không làm AP trở thành metric threshold cố định.,scikit-learn; MLflow,Domain 2,2.3,Classification metrics,Skill Builder,"https://skillbuilder.aws/learn/Q6PN4F1E2G/aws-ml-engineer-associate--analyze-and-evaluate-performance/CHBEW6A7NZ
https://scikit-learn.org/stable/modules/generated/sklearn.metrics.average_precision_score.html",15/09/2026
Mean squared error (MSE),"• SQUARED RESIDUALS
• LARGE-ERROR PENALTY
• MINIMIZE",Sai số bình phương trung bình,MSE is the average squared difference between predicted and observed targets.,Trung bình bình phương sai lệch giữa dự đoán và target thật.,Bình phương làm sai số âm/dương không triệt tiêu và tăng trọng số lỗi lớn. Đơn vị là bình phương đơn vị target. Có thể dùng làm training loss hoặc evaluation metric nhưng phải ghi tập đo.,"MSE=Σ(yᵢ−ŷᵢ)²/n. Sai số 3 và 4 → MSE=(9+16)/2=12,5; RMSE=√12,5≈3,536.",Regression khi lỗi lớn cần bị phạt mạnh; lựa chọn objective Minimize trên validation.,Không so trực tiếp MSE của target có đơn vị/scale khác. Outliers hoặc labels sai có thể chi phối; score thấp trên train chưa chứng minh generalization.,SageMaker regression; AMT,Domain 2,2.3,Regression metrics,Skill Builder,https://skillbuilder.aws/learn/Q6PN4F1E2G/aws-ml-engineer-associate--analyze-and-evaluate-performance/CHBEW6A7NZ,15/09/2026
R-squared (R²),"• 1 − SSE/SST
• CAN BE NEGATIVE
• MEAN-PREDICTOR BASELINE",Hệ số xác định,R-squared compares squared prediction error with the error of predicting the observed target mean.,So sai số bình phương của model với baseline dự đoán trung bình target trên tập được đánh giá.,R²=1−Σ(y−ŷ)²/Σ(y−ȳ)² khi mẫu số khác 0. R²=1 hoàn hảo; R²=0 bằng baseline mean; âm khi model kém baseline này. Đây là score không có đơn vị.,"y=[1,2,3], ŷ=[3,2,1]: SSE=8,SST=2 → R²=−3. Không giới hạn chung trong [0,1].",Đánh giá mức cải thiện regression tương đối với baseline; dùng cùng error metrics theo đơn vị nghiệp vụ.,Sửa phát biểu quá tổng quát trong bài: R² có thể âm. Thêm feature chỉ bảo đảm in-sample R² không giảm với OLS có intercept và mô hình lồng nhau; test R² hoặc model khác không có bảo đảm ấy. Target hằng số cần quy ước xử lý.,SageMaker regression; evaluation harness,Domain 2,2.3,Regression metrics,Skill Builder,"https://skillbuilder.aws/learn/Q6PN4F1E2G/aws-ml-engineer-associate--analyze-and-evaluate-performance/CHBEW6A7NZ
https://scikit-learn.org/stable/modules/generated/sklearn.metrics.r2_score.html",15/09/2026
Adjusted R-squared,"• FEATURE-COUNT PENALTY
• n AND p
• MODEL COMPARISON",R² điều chỉnh theo số biến,Adjusted R-squared modifies R-squared to account for sample size and the number of predictors.,Điều chỉnh R² có xét số quan sát và số predictor để hạn chế việc đánh giá cao model chỉ vì thêm biến.,"Công thức regression thông dụng: adj R²=1−(1−R²)(n−1)/(n−p−1), p không gồm intercept. Thêm feature không cải thiện đủ có thể làm adjusted R² giảm.","n=100,p=5,R²=.8 → 1−.2×99/94≈.7894. Cùng dữ liệu, model nhiều feature phải cải thiện fit đủ để bù penalty.",So các mô hình hồi quy với số predictor khác nhau trong điều kiện phù hợp.,"Cần n>p+1 để dùng công thức thông thường có ý nghĩa. Có thể âm; không bảo đảm model tổng quát hóa tốt. Holdout/CV vẫn cần, không thay bằng adjusted R² duy nhất.",Regression evaluation,Domain 2,2.3,Regression metrics,Skill Builder,https://skillbuilder.aws/learn/Q6PN4F1E2G/aws-ml-engineer-associate--analyze-and-evaluate-performance/CHBEW6A7NZ,15/09/2026
Vanishing gradients,"• TINY GRADIENTS
• SLOW WEIGHT UPDATES
• TRAINING STALL",Gradient biến mất / rất nhỏ,Vanishing gradients are gradients that become too small to support effective parameter updates.,"Gradient nhỏ đến mức trọng số gần như không cập nhật hiệu quả, khiến học rất chậm hoặc chững.","Đối chiếu loss theo step và gradient theo layer; xem activation saturation, initialization và cấu trúc mạng. Xử lý theo nguyên nhân rồi so lại validation; learning rate thấp cũng có triệu chứng chậm nhưng không đồng nhất vanishing gradient.","Loss gần như phẳng, gradient ở các lớp đầu xấp xỉ 0 → kiểm tra truyền gradient, initialization/activation.",Chẩn đoán non-convergence hoặc learning chậm ở deep networks.,"Một đường loss phẳng chưa đủ kết luận vanishing gradient; cũng có thể đã hội tụ, features thiếu thông tin hoặc learning rate chưa phù hợp. GPU nhanh hơn không tự sửa gradient.",SageMaker Debugger; framework tensor/gradient tools,Domain 2,2.3,Convergence diagnostics,Skill Builder,"https://skillbuilder.aws/learn/Q6PN4F1E2G/aws-ml-engineer-associate--analyze-and-evaluate-performance/CHBEW6A7NZ
https://docs.aws.amazon.com/sagemaker/latest/dg/train-debugger.html",15/09/2026
Exploding gradients,"• LARGE GRADIENTS
• LOSS SPIKES / NaN
• UNSTABLE UPDATES",Gradient bùng nổ,Exploding gradients are excessively large gradients that destabilize optimization.,"Gradient quá lớn tạo cập nhật trọng số bất ổn, có thể làm loss tăng vọt hoặc phân kỳ.","Kiểm tra gradient norm, giá trị loss, dữ liệu và learning rate. Giảm learning rate hoặc dùng gradient clipping phù hợp là các cách xử lý có thể cân nhắc; luôn kiểm chứng nguyên nhân và validation sau thay đổi.","Loss đang giảm rồi tăng đột ngột, gradient norm tăng mạnh → điều tra gradient và numeric stability trước khi train thêm epochs.","Phân tích training không ổn định, NaN/Inf và bước cập nhật quá lớn.","LR quá cao, dữ liệu lỗi hoặc overflow có thể tạo triệu chứng tương tự; không chẩn đoán chỉ từ một spike. Clipping không tự chữa dữ liệu sai hay model không phù hợp.",SageMaker Debugger; framework optimizers,Domain 2,2.3,Convergence diagnostics,Skill Builder,"https://skillbuilder.aws/learn/Q6PN4F1E2G/aws-ml-engineer-associate--analyze-and-evaluate-performance/CHBEW6A7NZ
https://docs.aws.amazon.com/sagemaker/latest/dg/train-debugger.html",15/09/2026
SHAP feature attribution,"• SHAPLEY VALUES
• BASELINE + CONTRIBUTIONS
• EXPLAIN PREDICTION",Đóng góp đặc trưng theo SHAP,SHAP assigns features contributions to a model output relative to a reference baseline.,SHAP phân bổ mức đóng góp của từng feature vào đầu ra model so với baseline tham chiếu.,"SHapley Additive exPlanations dựa trên giá trị Shapley. Local explanation biểu diễn output≈baseline+Σcontributions; dấu cho biết đẩy output lên/xuống, độ lớn cho mức ảnh hưởng trong cách giải thích đã cấu hình. Tổng hợp nhiều mẫu cho góc nhìn global.","Baseline output .20, đóng góp +.25,+.10,−.05 → output .50 nếu đang giải thích cùng thang output; không tự coi mọi SHAP là xác suất.","Giải thích dự đoán, tìm feature có ảnh hưởng bất thường, debug leakage/proxy và hỗ trợ đánh giá fairness.","Attribution mô tả model, không chứng minh quan hệ nhân quả. Baseline, feature dependence và thang output (probability/log-odds/raw score) ảnh hưởng diễn giải.",SageMaker Clarify,Domain 2,2.3,Explainability,Skill Builder,"https://skillbuilder.aws/learn/Q6PN4F1E2G/aws-ml-engineer-associate--analyze-and-evaluate-performance/CHBEW6A7NZ
https://docs.aws.amazon.com/sagemaker/latest/dg/clarify-processing-job-analysis-results.html",15/09/2026
Local versus global SHAP,"• ONE PREDICTION
• DATASET SUMMARY
• MEAN ABSOLUTE SHAP",SHAP cục bộ và SHAP toàn cục,Local SHAP explains one prediction; global SHAP summarizes attributions over a dataset.,Local trả lời vì sao model dự đoán một mẫu cụ thể; global cho biết feature nào ảnh hưởng nhiều trên một tập mẫu.,Local giữ dấu từng đóng góp. Global thường lấy mean absolute SHAP cho mỗi feature; Clarify mặc định mean_abs và còn có lựa chọn tổng hợp khác. Mean signed đơn thuần có thể triệt tiêu tác động dương/âm.,Feature A có SHAP +.8 và −.8 ở hai mẫu: mean signed=0 nhưng mean absolute=.8 → vẫn có ảnh hưởng mạnh.,Dùng local để giải thích một cảnh báo fraud; dùng global để xem model dựa chủ yếu vào những nhóm feature nào.,Global importance cao không có nghĩa feature luôn đẩy dự đoán cùng hướng. Mẫu dữ liệu để tổng hợp phải đại diện; global thấp không bảo đảm mọi cá nhân đều ít bị ảnh hưởng.,SageMaker Clarify,Domain 2,2.3,Explainability,Skill Builder,"https://skillbuilder.aws/learn/Q6PN4F1E2G/aws-ml-engineer-associate--analyze-and-evaluate-performance/CHBEW6A7NZ
https://docs.aws.amazon.com/sagemaker/latest/dg/clarify-processing-job-configure-analysis.html",15/09/2026
Partial dependence plot (PDP),"• AVERAGE PREDICTION RESPONSE
• VARY FEATURE
• GLOBAL PATTERN",Biểu đồ phụ thuộc từng phần,A PDP shows how average model predictions change as selected features vary.,Đồ thị cho biết dự đoán trung bình của model biến đổi thế nào khi thay giá trị một hoặc vài feature.,"Giữ các feature còn lại theo các mẫu dữ liệu tham chiếu, thay feature quan tâm rồi lấy trung bình dự đoán. Hữu ích xem dạng tăng/giảm hoặc phi tuyến tổng thể.",PDP của transaction amount cho thấy fraud score trung bình tăng sau một vùng giá trị; local SHAP giải thích giao dịch cụ thể trong vùng đó.,Bổ sung SHAP khi cần hình dung quan hệ feature–prediction ở mức toàn cục.,PDP không phải causal effect. Feature tương quan có thể tạo tổ hợp đầu vào ít thực tế khi thay độc lập; trung bình có thể che các nhóm có xu hướng trái ngược.,SageMaker Clarify; model inspection,Domain 2,2.3,Explainability,Skill Builder,https://skillbuilder.aws/learn/Q6PN4F1E2G/aws-ml-engineer-associate--analyze-and-evaluate-performance/CHBEW6A7NZ,15/09/2026
Proxy feature and fairness interpretation,"• INDIRECT SENSITIVE SIGNAL
• INVESTIGATE
• SHAP ≠ FAIRNESS PROOF",Feature đại diện gián tiếp và cách đọc fairness,A proxy feature can carry information associated with another attribute even when that attribute is not directly used.,Feature có thể mang tín hiệu gián tiếp về thuộc tính khác; bỏ cột nhạy cảm chưa chắc loại được ảnh hưởng gián tiếp.,"Xem feature attribution, tương quan và kết quả theo nhóm; kiểm tra nhãn, thiết kế tập dữ liệu và metric fairness phù hợp. SHAP là một tín hiệu điều tra, cần kết hợp phân tích.",Zip code gần 0 ở một giao dịch không chứng minh model không dùng thông tin địa lý/proxy qua feature khác. SHAP cao ở merchant risk vẫn cần kiểm tra định nghĩa và dữ liệu.,Giải thích model và phát hiện dấu hiệu reliance không mong muốn trước khi chấp nhận kết quả.,Không kết luận “không bias” từ một feature SHAP thấp hoặc từ top features nghe hợp lý. Statistical bias–variance và fairness bias là hai khái niệm khác nhau.,SageMaker Clarify; subgroup evaluation,Domain 2,2.3,Explainability,Skill Builder,https://skillbuilder.aws/learn/Q6PN4F1E2G/aws-ml-engineer-associate--analyze-and-evaluate-performance/CHBEW6A7NZ,15/09/2026
A/B testing with production variants,"• SPLIT LIVE TRAFFIC
• BOTH RESPONSES SERVED
• BUSINESS OUTCOMES",Thử nghiệm A/B qua các production variant,A/B testing serves different candidate variants to portions of live traffic and compares outcomes.,"Chia traffic thật cho các variant và dùng phản hồi của variant được chọn để phục vụ người dùng, sau đó so kết quả.","Cấu hình traffic weights, theo dõi metric theo variant trong thời gian đủ đại diện. Ngoài latency/errors, có thể đo tác động hành vi do người dùng thực sự nhận response của candidate.","90% traffic model A, 10% model B; so chất lượng/click hoặc conversion và latency theo tiêu chí định trước.",Khi cần đo kết quả sử dụng thật do candidate gây ra hoặc so performance trên workload production.,Traffic weight không tự bảo đảm thiết kế thử nghiệm không thiên lệch hoặc user assignment bền vững. Không chọn thắng chỉ vì số requests/latency đẹp; kiểm tra quality và đủ dữ liệu. Chi tiết rollout thuộc D3.,SageMaker production variants; CloudWatch,Domain 2,2.3,Online evaluation,Skill Builder,"https://skillbuilder.aws/learn/Q6PN4F1E2G/aws-ml-engineer-associate--analyze-and-evaluate-performance/CHBEW6A7NZ
https://docs.aws.amazon.com/sagemaker/latest/dg/model-ab-testing.html",15/09/2026
Shadow testing,"• MIRRORED REQUESTS
• CANDIDATE OUTPUT NOT SERVED
• LIVE WORKLOAD",Thử nghiệm bóng với bản sao request,Shadow testing sends copies of production requests to a candidate while returning only production responses to callers.,"Candidate xử lý bản sao request thật, nhưng người dùng chỉ nhận phản hồi của production variant.","Chạy song song candidate trên cùng loại workload; thu latency, errors và có thể log outputs để so offline với production/ground truth. Sau khi có evidence mới quyết định promote.",Test model mới hoặc loại instance mới trên traffic thật mà chưa trả dự đoán candidate cho ứng dụng.,"Kiểm tra khả năng chịu tải, serving behavior và khác biệt predictions trước khi chuyển traffic phục vụ.",Không đo được user behavior do response candidate tạo ra vì user chưa nhận response ấy. “Không phục vụ output” không có nghĩa không tốn tài nguyên. Chất lượng cần ground truth/đánh giá riêng.,SageMaker shadow variants; CloudWatch,Domain 2,2.3,Online evaluation,Skill Builder,"https://skillbuilder.aws/learn/Q6PN4F1E2G/aws-ml-engineer-associate--analyze-and-evaluate-performance/CHBEW6A7NZ
https://docs.aws.amazon.com/sagemaker/latest/dg/shadow-tests.html",15/09/2026
